published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2024-05-12,153.0,153.0,149.2,150.5,0.33,38134.0,5757120.3,0
2024-05-13,150.1,158.2,150.0,156.7,4.12,151903.0,23642051.9,0
2024-05-14,159.0,159.8,154.0,157.9,0.77,63685.0,9984797.1,0
2024-05-15,160.0,160.0,155.0,156.0,-1.2,44091.0,6901434.5,0
2024-05-16,152.9,158.4,152.9,157.0,0.64,74779.0,11679806.8,0
2024-05-17,152.9,158.4,152.9,157.0,0.64,74779.0,11679806.8,0
2024-05-18,152.9,158.4,152.9,157.0,0.64,74779.0,11679806.8,0
2024-05-19,153.9,161.9,153.9,160.1,1.97,94111.0,15019089.6,0
2024-05-20,161.0,173.4,161.0,166.0,3.69,181396.0,30208803.8,0
2024-05-21,166.1,168.1,164.0,166.0,0.0,65457.0,10895778.7,0
2024-05-22,166.0,173.7,164.1,171.0,3.01,185173.0,31568864.6,0
2024-05-23,166.0,173.7,164.1,171.0,3.01,185173.0,31568864.6,0
2024-05-24,166.0,173.7,164.1,171.0,3.01,185173.0,31568864.6,0
2024-05-25,166.0,173.7,164.1,171.0,3.01,185173.0,31568864.6,0
2024-05-26,172.0,175.0,168.4,168.8,-1.29,142533.0,24282751.4,0
2024-05-27,167.3,170.8,167.3,169.9,0.65,81484.0,13803375.4,0
2024-05-28,167.3,170.8,167.3,169.9,0.65,81484.0,13803375.4,0
2024-05-29,173.2,176.0,162.2,165.0,-2.88,129820.0,22057107.2,0
2024-05-30,168.0,168.0,161.7,162.0,-1.82,62710.0,10222727.1,0
2024-05-31,168.0,168.0,161.7,162.0,-1.82,62710.0,10222727.1,0
2024-06-01,168.0,168.0,161.7,162.0,-1.82,62710.0,10222727.1,0
2024-06-02,160.0,165.2,160.0,161.9,-0.06,78668.0,12704859.0,0
2024-06-03,164.0,164.0,160.0,161.0,-0.56,62495.0,10090019.9,0
2024-06-04,160.1,162.0,158.2,160.6,-0.25,44195.0,7072392.0,0
2024-06-05,157.5,160.9,157.5,160.7,0.06,27416.0,4374903.3,0
2024-06-06,162.5,162.5,157.5,158.0,-1.68,38798.0,6130524.8,0
2024-06-07,162.5,162.5,157.5,158.0,-1.68,38798.0,6130524.8,0
2024-06-08,162.5,162.5,157.5,158.0,-1.68,38798.0,6130524.8,0
2024-06-09,161.1,161.1,155.0,157.0,-0.63,37198.0,5841291.3,0
2024-06-10,160.1,160.1,155.7,156.5,-0.32,36333.0,5701748.9,0
2024-06-11,159.6,159.6,156.0,158.2,1.09,44601.0,7009652.2,0
2024-06-12,161.0,163.0,160.0,160.1,1.2,56434.0,9064788.4,0
2024-06-13,160.0,160.0,158.0,160.0,-0.06,81455.0,12924990.4,0
2024-06-14,160.0,160.0,158.0,160.0,-0.06,81455.0,12924990.4,0
2024-06-15,160.0,160.0,158.0,160.0,-0.06,81455.0,12924990.4,0
2024-06-16,163.0,163.0,157.0,157.5,-1.56,55128.0,8733652.0,0
2024-06-17,163.0,163.0,157.0,157.5,-1.56,55128.0,8733652.0,0
2024-06-18,157.0,157.8,155.1,156.8,-0.44,52987.0,8269887.3,0
2024-06-19,155.1,158.0,155.0,156.0,-0.51,38152.0,5944730.1,0
2024-06-20,159.1,159.1,154.3,155.0,-0.64,31705.0,4918461.9,0
2024-06-21,159.1,159.1,154.3,155.0,-0.64,31705.0,4918461.9,0
2024-06-22,159.1,159.1,154.3,155.0,-0.64,31705.0,4918461.9,0
2024-06-23,154.5,156.6,153.9,155.0,0.0,48417.0,7486553.7,0
2024-06-24,154.0,162.2,153.7,153.7,-0.84,51361.0,7970414.3,0
2024-06-25,156.7,156.9,152.0,153.0,-0.46,48071.0,7357790.6,0
2024-06-26,152.1,154.0,151.5,151.9,-0.72,51006.0,7767972.6,0
2024-06-27,152.0,155.0,151.0,152.2,0.2,32459.0,4946631.7,0
2024-06-28,152.0,155.0,151.0,152.2,0.2,32459.0,4946631.7,0
2024-06-29,152.0,155.0,151.0,152.2,0.2,32459.0,4946631.7,0
2024-06-30,149.2,158.1,149.2,151.5,-0.46,54241.0,8213459.3,0
2024-07-01,151.0,156.6,150.1,156.6,3.37,88509.0,13513173.5,0
2024-07-02,159.7,168.5,159.7,160.0,2.17,102269.0,16549263.6,0
2024-07-03,162.0,163.0,156.1,159.4,-0.37,45375.0,7169022.0,0
2024-07-04,158.0,162.5,158.0,159.8,0.25,74172.0,11850776.3,0
2024-07-05,158.0,162.5,158.0,159.8,0.25,74172.0,11850776.3,0
2024-07-06,158.0,162.5,158.0,159.8,0.25,74172.0,11850776.3,0
2024-07-07,159.0,162.2,157.5,161.8,1.25,104335.0,16734138.8,0
2024-07-08,160.0,162.9,159.0,159.5,-1.42,62638.0,10034750.8,0
2024-07-09,158.0,161.0,158.0,159.0,-0.31,51166.0,8148733.7,0
2024-07-10,162.0,165.0,158.0,165.0,3.77,121925.0,19804393.2,0
2024-07-11,161.8,172.0,161.8,171.5,3.94,194804.0,32926360.7,0
2024-07-12,161.8,172.0,161.8,171.5,3.94,194804.0,32926360.7,0
2024-07-13,161.8,172.0,161.8,171.5,3.94,194804.0,32926360.7,0
2024-07-14,174.9,180.0,173.0,179.0,4.37,198632.0,35245414.0,0
2024-07-15,180.0,182.5,174.6,175.1,-2.18,196836.0,35024279.1,0
2024-07-16,175.0,179.5,172.2,178.0,1.66,175173.0,31032280.5,0
2024-07-17,181.5,181.9,179.0,181.0,1.69,401009.0,72409951.1,0
2024-07-18,184.5,199.1,181.3,199.1,10.0,756798.0,147489343.7,0
2024-07-19,184.5,199.1,181.3,199.1,10.0,756798.0,147489343.7,0
2024-07-20,184.5,199.1,181.3,199.1,10.0,756798.0,147489343.7,0
2024-07-21,203.0,219.0,200.0,218.0,9.49,1109969.0,237063515.3,0
2024-07-22,222.3,223.5,212.0,219.8,0.83,933307.0,204295815.5,0
2024-07-23,224.1,225.4,214.2,225.3,2.5,608926.0,134560939.0,0
2024-07-24,225.0,227.5,215.7,217.7,-3.37,559174.0,123521956.3,0
2024-07-25,219.0,221.2,215.0,219.0,0.6,366613.0,79831825.5,0
2024-07-26,219.0,221.2,215.0,219.0,0.6,366613.0,79831825.5,0
2024-07-27,219.0,221.2,215.0,219.0,0.6,366613.0,79831825.5,0
2024-07-28,223.3,240.9,223.3,240.9,10.0,591461.0,141830325.1,0
2024-07-29,245.7,264.9,245.7,256.0,6.27,1515457.0,391819723.4,0
2024-07-30,260.0,260.0,240.0,254.0,-0.78,745059.0,186542799.1,0
2024-07-31,259.0,260.0,250.0,256.0,0.79,516714.0,132134002.4,0
2024-08-01,255.0,259.0,248.1,249.0,-2.73,474916.0,120030255.9,0
2024-08-02,255.0,259.0,248.1,249.0,-2.73,474916.0,120030255.9,0
2024-08-03,255.0,259.0,248.1,249.0,-2.73,474916.0,120030255.9,0
2024-08-04,255.0,259.0,248.1,249.0,-2.73,474916.0,120030255.9,0
2024-08-05,249.0,253.0,238.0,239.0,-4.02,793986.0,192639331.9,0
2024-08-06,240.0,240.0,217.0,217.5,-9.0,787692.0,178163764.4,0
2024-08-07,213.2,228.2,213.2,226.5,4.14,493761.0,110262836.1,0
2024-08-08,229.0,234.0,224.0,225.5,-0.44,354340.0,80699065.9,0
2024-08-09,229.0,234.0,224.0,225.5,-0.44,354340.0,80699065.9,0
2024-08-10,229.0,234.0,224.0,225.5,-0.44,354340.0,80699065.9,0
2024-08-11,230.0,235.3,225.5,235.0,4.21,528022.0,122562227.3,0
2024-08-12,239.7,249.0,237.5,242.0,2.98,562406.0,136773937.0,0
2024-08-13,246.0,250.0,241.1,244.9,1.2,498215.0,122659825.0,0
2024-08-14,249.7,252.0,239.0,249.0,1.67,591867.0,145146261.7,0
2024-08-15,253.9,273.9,250.0,273.0,9.64,1693799.0,459225337.7,0
2024-08-16,253.9,273.9,250.0,273.0,9.64,1693799.0,459225337.7,0
2024-08-17,253.9,273.9,250.0,273.0,9.64,1693799.0,459225337.7,0
2024-08-18,278.4,295.0,274.0,281.0,2.93,1390334.0,401161773.7,0
2024-08-19,278.4,295.0,274.0,281.0,2.93,1390334.0,401161773.7,0
2024-08-20,278.4,295.0,274.0,281.0,2.93,1390334.0,401161773.7,0
2024-08-21,286.5,289.9,270.2,281.0,0.0,759352.0,211865206.7,0
2024-08-22,281.0,284.6,276.0,278.0,-1.07,458274.0,128385428.3,0
2024-08-23,281.0,284.6,276.0,278.0,-1.07,458274.0,128385428.3,0
2024-08-24,281.0,284.6,276.0,278.0,-1.07,458274.0,128385428.3,0
2024-08-25,283.5,283.5,265.0,266.1,-4.28,559948.0,150996157.1,0
2024-08-26,283.5,283.5,265.0,266.1,-4.28,559948.0,150996157.1,0
2024-08-27,271.4,271.4,250.0,252.0,-5.3,703842.0,179626810.7,0
2024-08-28,257.0,263.9,250.0,253.0,0.4,405273.0,103768078.5,0
2024-08-29,254.0,257.9,245.1,246.7,-2.49,327117.0,81160905.7,0
2024-08-30,254.0,257.9,245.1,246.7,-2.49,327117.0,81160905.7,0
2024-08-31,254.0,257.9,245.1,246.7,-2.49,327117.0,81160905.7,0
2024-09-01,243.1,249.0,236.0,237.0,-3.93,264342.0,63658500.4,0
2024-09-02,237.2,253.5,234.0,253.5,6.96,416418.0,102471168.1,0
2024-09-03,258.0,262.1,251.6,254.0,0.2,284479.0,73005262.7,0
2024-09-04,259.0,259.0,242.0,243.9,-3.98,299974.0,73733422.5,0
2024-09-05,243.9,246.0,235.2,241.8,-0.86,266980.0,64165153.8,0
2024-09-06,243.9,246.0,235.2,241.8,-0.86,266980.0,64165153.8,0
2024-09-07,243.9,246.0,235.2,241.8,-0.86,266980.0,64165153.8,0
2024-09-08,246.0,246.0,235.2,236.0,-2.4,193734.0,46515610.9,0
2024-09-09,235.0,237.0,225.2,226.5,-4.03,332867.0,76553687.8,0
2024-09-10,226.8,235.8,224.5,226.7,0.09,244663.0,56286354.7,0
2024-09-11,228.1,232.4,223.5,225.0,-0.75,190415.0,43258145.0,0
2024-09-12,229.5,233.5,225.0,233.5,3.78,183147.0,42186866.1,0
2024-09-13,229.5,233.5,225.0,233.5,3.78,183147.0,42186866.1,0
2024-09-14,229.5,233.5,225.0,233.5,3.78,183147.0,42186866.1,0
2024-09-15,236.5,244.5,230.0,231.0,-1.07,254419.0,60808148.7,0
2024-09-16,231.0,231.0,225.0,226.0,-2.16,240945.0,54827014.5,0
2024-09-17,231.0,231.0,225.0,226.0,-2.16,240945.0,54827014.5,0
2024-09-18,226.0,231.5,221.5,229.5,1.55,135497.0,30831959.6,0
2024-09-19,226.0,231.5,221.5,229.5,1.55,135497.0,30831959.6,0
2024-09-20,226.0,231.5,221.5,229.5,1.55,135497.0,30831959.6,0
2024-09-21,226.0,231.5,221.5,229.5,1.55,135497.0,30831959.6,0
2024-09-22,234.0,240.9,226.4,229.0,-0.22,116177.0,26850890.2,0
2024-09-23,233.0,233.0,223.8,224.0,-2.18,152930.0,34572194.4,0
2024-09-24,222.0,227.9,216.0,216.0,-3.57,160907.0,35361676.7,0
2024-09-25,219.0,225.0,215.9,225.0,4.17,182441.0,40340694.5,0
2024-09-26,225.0,228.0,221.1,223.0,-0.89,93504.0,20941851.5,0
2024-09-27,225.0,228.0,221.1,223.0,-0.89,93504.0,20941851.5,0
2024-09-28,225.0,228.0,221.1,223.0,-0.89,93504.0,20941851.5,0
2024-09-29,224.0,225.0,219.0,223.8,0.36,108683.0,24157446.2,0
2024-09-30,223.7,228.2,221.2,226.0,0.98,120650.0,27222648.7,0
2024-10-01,226.0,236.0,226.0,234.4,3.72,201486.0,46831132.5,0
2024-10-02,230.0,238.0,230.0,233.0,-0.6,205891.0,48435494.4,0
2024-10-03,230.0,238.0,230.0,233.0,-0.6,205891.0,48435494.4,0
2024-10-04,230.0,238.0,230.0,233.0,-0.6,205891.0,48435494.4,0
2024-10-05,230.0,238.0,230.0,233.0,-0.6,205891.0,48435494.4,0
2024-10-06,234.0,239.5,232.0,239.5,2.79,208583.0,49365486.9,0
2024-10-07,240.0,246.0,240.0,245.0,2.3,248821.0,60689469.8,0
2024-10-08,245.0,247.9,240.3,240.6,-1.8,91492.0,22247252.0,0
2024-10-09,241.0,243.0,238.1,241.0,0.17,84218.0,20195552.2,0
2024-10-10,241.0,243.0,238.1,241.0,0.17,84218.0,20195552.2,0
2024-10-11,241.0,243.0,238.1,241.0,0.17,84218.0,20195552.2,0
2024-10-12,241.0,243.0,238.1,241.0,0.17,84218.0,20195552.2,0
2024-10-13,241.0,243.0,238.1,241.0,0.17,84218.0,20195552.2,0
2024-10-14,241.0,243.0,238.1,241.0,0.17,84218.0,20195552.2,0
2024-10-15,245.0,248.6,241.1,246.7,2.37,99684.0,24486301.5,0
2024-10-16,250.0,257.0,247.1,254.0,2.96,227412.0,57372161.0,0
2024-10-17,254.0,264.9,253.0,256.1,0.83,409538.0,106276689.3,0
2024-10-18,254.0,264.9,253.0,256.1,0.83,409538.0,106276689.3,0
2024-10-19,254.0,264.9,253.0,256.1,0.83,409538.0,106276689.3,0
2024-10-20,253.0,262.9,246.0,253.6,-0.98,441708.0,112853472.9,0
2024-10-21,258.6,258.6,248.2,248.7,-1.93,288479.0,72370311.0,0
2024-10-22,248.1,253.6,246.1,251.0,0.92,143147.0,35872403.1,0
2024-10-23,253.0,256.0,240.0,241.9,-3.63,285813.0,70117107.1,0
2024-10-24,245.9,245.9,233.3,236.0,-2.44,157339.0,37140454.9,0
2024-10-25,245.9,245.9,233.3,236.0,-2.44,157339.0,37140454.9,0
2024-10-26,245.9,245.9,233.3,236.0,-2.44,157339.0,37140454.9,0
2024-10-27,236.0,239.0,231.5,232.4,-1.53,101645.0,23764647.7,0
2024-10-28,237.0,237.0,232.0,236.0,1.55,149584.0,34948526.8,0
2024-10-29,240.0,244.8,235.5,239.9,1.65,145052.0,34633674.2,0
2024-10-30,240.0,242.0,235.3,236.0,-1.63,97295.0,23068370.8,0
2024-10-31,240.0,242.0,235.3,236.0,-1.63,97295.0,23068370.8,0
2024-11-01,240.0,242.0,235.3,236.0,-1.63,97295.0,23068370.8,0
2024-11-02,240.0,242.0,235.3,236.0,-1.63,97295.0,23068370.8,0
2024-11-03,240.0,242.0,235.3,236.0,-1.63,97295.0,23068370.8,0
2024-11-04,240.0,242.0,235.3,236.0,-1.63,97295.0,23068370.8,0
2024-11-05,240.0,244.8,232.3,233.2,-1.19,98181.0,23082622.0,0
2024-11-06,233.4,239.5,230.6,233.4,0.09,67276.0,15736240.1,0
2024-11-07,233.4,239.5,230.6,233.4,0.09,67276.0,15736240.1,0
2024-11-08,233.4,239.5,230.6,233.4,0.09,67276.0,15736240.1,0
2024-11-09,233.4,239.5,230.6,233.4,0.09,67276.0,15736240.1,0
2024-11-10,234.0,240.0,234.0,238.0,1.97,163103.0,38725768.5,0
2024-11-11,241.8,245.9,238.2,242.0,1.68,212486.0,51706974.4,0
2024-11-12,242.0,245.0,238.5,238.5,-1.45,127125.0,30730042.6,0
2024-11-13,238.5,240.9,235.0,235.1,-1.43,91949.0,21731567.2,0
2024-11-14,238.0,238.0,234.2,235.8,0.3,120192.0,28347394.5,0
2024-11-15,238.0,238.0,234.2,235.8,0.3,120192.0,28347394.5,0
2024-11-16,238.0,238.0,234.2,235.8,0.3,120192.0,28347394.5,0
2024-11-17,240.0,244.5,236.0,236.1,0.13,119460.0,28607279.0,0
2024-11-18,240.0,244.5,236.0,236.1,0.13,119460.0,28607279.0,0
2024-11-19,237.0,238.0,232.0,233.0,-1.31,130390.0,30565081.9,0
2024-11-20,230.2,234.0,230.0,232.5,-0.21,94316.0,21861571.3,0
2024-11-21,230.3,232.9,229.0,229.8,-1.16,116477.0,26818559.1,0
2024-11-22,230.3,232.9,229.0,229.8,-1.16,116477.0,26818559.1,0
2024-11-23,230.3,232.9,229.0,229.8,-1.16,116477.0,26818559.1,0
2024-11-24,234.3,234.3,226.6,227.0,-1.22,124290.0,28331204.5,0
2024-11-25,231.5,232.5,222.8,227.9,0.4,97556.0,22192266.9,0
2024-11-26,232.4,233.5,227.0,233.3,2.37,77984.0,17992802.2,0
2024-11-27,235.0,236.0,231.2,232.9,-0.17,131049.0,30640789.2,0
2024-11-28,234.9,235.0,230.0,231.0,-0.82,105974.0,24526842.8,0
2024-11-29,234.9,235.0,230.0,231.0,-0.82,105974.0,24526842.8,0
2024-11-30,234.9,235.0,230.0,231.0,-0.82,105974.0,24526842.8,0
2024-12-01,235.6,235.6,225.7,227.0,-1.73,151845.0,34516819.4,0
2024-12-02,231.5,231.5,225.0,225.5,-0.66,124606.0,28240472.1,0
2024-12-03,229.0,229.0,223.6,225.1,-0.18,93942.0,21183438.9,0
2024-12-04,221.0,228.4,221.0,225.0,-0.04,79103.0,17870519.1,0
2024-12-05,225.0,225.0,222.0,222.8,-0.98,90104.0,20128803.6,0
2024-12-06,225.0,225.0,222.0,222.8,-0.98,90104.0,20128803.6,0
2024-12-07,225.0,225.0,222.0,222.8,-0.98,90104.0,20128803.6,0
2024-12-08,220.0,224.0,218.0,218.1,-2.11,162123.0,35627802.6,0
2024-12-09,220.9,220.9,216.0,217.0,-0.5,116805.0,25395577.9,0
2024-12-10,217.0,219.0,215.1,217.9,0.41,65972.0,14328442.5,0
2024-12-11,217.9,229.2,215.0,227.0,4.18,160338.0,35518628.5,0
2024-12-12,231.5,231.5,221.0,221.1,-2.6,108790.0,24487252.9,0
2024-12-13,231.5,231.5,221.0,221.1,-2.6,108790.0,24487252.9,0
2024-12-14,231.5,231.5,221.0,221.1,-2.6,108790.0,24487252.9,0
2024-12-15,231.5,231.5,221.0,221.1,-2.6,108790.0,24487252.9,0
2024-12-16,220.0,222.0,217.0,218.4,-1.22,114205.0,24998876.0,0
2024-12-17,219.8,221.5,218.0,219.0,0.27,91821.0,20103921.8,0
2024-12-18,222.9,222.9,218.0,218.5,-0.23,60246.0,13188805.0,0
2024-12-19,218.0,220.0,216.0,216.5,-0.92,65812.0,14259042.8,0
2024-12-20,218.0,220.0,216.0,216.5,-0.92,65812.0,14259042.8,0
2024-12-21,218.0,220.0,216.0,216.5,-0.92,65812.0,14259042.8,0
2024-12-22,212.2,218.0,212.2,213.0,-1.62,126245.0,26992752.1,0
2024-12-23,211.3,216.0,211.3,214.7,0.8,72639.0,15582477.0,0
2024-12-24,218.0,218.9,213.6,218.9,1.96,109556.0,23671577.6,0
2024-12-25,218.0,218.9,213.6,218.9,1.96,109556.0,23671577.6,0
2024-12-26,222.6,236.0,215.0,225.7,3.11,272941.0,60816526.3,0
2024-12-27,222.6,236.0,215.0,225.7,3.11,272941.0,60816526.3,0
2024-12-28,222.6,236.0,215.0,225.7,3.11,272941.0,60816526.3,0
2024-12-29,230.2,230.2,221.0,221.0,-2.08,104775.0,23520871.0,0
2024-12-30,230.2,230.2,221.0,221.0,-2.08,104775.0,23520871.0,0
2024-12-31,221.0,222.0,215.0,219.0,-0.9,144765.0,31526295.8,0
2025-01-01,221.0,222.5,216.9,217.1,-0.87,74573.0,16269930.6,0
2025-01-02,220.0,220.9,215.3,217.0,-0.05,87635.0,18986196.1,0
2025-01-03,220.0,220.9,215.3,217.0,-0.05,87635.0,18986196.1,0
2025-01-04,220.0,220.9,215.3,217.0,-0.05,87635.0,18986196.1,0
2025-01-05,219.0,219.0,215.0,216.0,-0.46,106701.0,23023972.6,0
2025-01-06,213.0,219.2,213.0,218.0,0.93,48724.0,10602118.7,0
2025-01-07,222.3,222.3,216.5,217.6,-0.18,63648.0,13923538.9,0
2025-01-08,221.9,221.9,216.0,216.3,-0.6,68556.0,14871757.3,0
2025-01-09,216.0,219.8,215.1,216.0,-0.14,102649.0,22123249.6,0
2025-01-10,216.0,219.8,215.1,216.0,-0.14,102649.0,22123249.6,0
2025-01-11,216.0,219.8,215.1,216.0,-0.14,102649.0,22123249.6,0
2025-01-12,216.0,216.2,213.0,213.2,-1.3,55315.0,11826534.8,0
2025-01-13,215.9,215.9,210.0,210.9,-1.08,141204.0,29834962.6,0
2025-01-14,215.9,215.9,210.0,210.9,-1.08,141204.0,29834962.6,0
2025-01-15,208.1,211.8,208.1,210.5,-0.19,86540.0,18193993.2,0
2025-01-16,213.5,213.5,205.0,206.0,-2.14,139566.0,28856751.8,0
2025-01-17,213.5,213.5,205.0,206.0,-2.14,139566.0,28856751.8,0
2025-01-18,213.5,213.5,205.0,206.0,-2.14,139566.0,28856751.8,0
2025-01-19,210.1,210.1,204.0,205.8,-0.1,79863.0,16450831.4,0
