published_date,open,high,low,close,per_change,traded_quantity,traded_amount,status
2024-03-27,163.0,163.0,159.5,160.0,-0.37,58432.0,9356869.9,0
2024-03-28,160.0,160.5,158.5,159.5,-0.31,70667.0,11252618.9,0
2024-03-29,160.0,160.5,158.5,159.5,-0.31,70667.0,11252618.9,0
2024-03-30,160.0,160.5,158.5,159.5,-0.31,70667.0,11252618.9,0
2024-03-31,158.0,160.0,157.0,157.7,-1.13,85223.0,13457298.7,0
2024-04-01,157.8,160.8,157.0,157.2,-0.32,38515.0,6086110.8,0
2024-04-02,157.2,158.9,156.7,157.9,0.45,41398.0,6504005.8,0
2024-04-03,157.9,157.9,155.1,157.0,-0.57,59551.0,9304143.4,0
2024-04-04,156.5,157.9,155.0,156.5,-0.32,51590.0,8100466.8,0
2024-04-05,156.5,157.9,155.0,156.5,-0.32,51590.0,8100466.8,0
2024-04-06,156.5,157.9,155.0,156.5,-0.32,51590.0,8100466.8,0
2024-04-07,155.1,158.0,155.0,156.5,0.0,62873.0,9797558.6,0
2024-04-08,155.1,158.0,155.0,156.5,0.0,62873.0,9797558.6,0
2024-04-09,159.6,159.6,155.0,155.8,-0.45,90005.0,14038078.3,0
2024-04-10,156.0,158.0,155.2,156.2,0.26,48841.0,7620206.3,0
2024-04-11,156.0,158.0,155.2,156.2,0.26,48841.0,7620206.3,0
2024-04-12,156.0,158.0,155.2,156.2,0.26,48841.0,7620206.3,0
2024-04-13,156.0,158.0,155.2,156.2,0.26,48841.0,7620206.3,0
2024-04-14,157.0,158.9,155.1,156.0,-0.13,45427.0,7100925.0,0
2024-04-15,158.0,158.0,155.1,155.4,-0.38,56704.0,8833352.7,0
2024-04-16,155.5,156.4,155.0,155.0,-0.26,49623.0,7711140.4,0
2024-04-17,155.5,156.4,155.0,155.0,-0.26,49623.0,7711140.4,0
2024-04-18,154.1,155.0,152.3,152.5,-1.61,54622.0,8352018.5,0
2024-04-19,154.1,155.0,152.3,152.5,-1.61,54622.0,8352018.5,0
2024-04-20,154.1,155.0,152.3,152.5,-1.61,54622.0,8352018.5,0
2024-04-21,152.6,155.0,150.1,153.0,0.33,130619.0,19775444.9,0
2024-04-22,153.5,156.0,151.0,152.1,-0.59,42688.0,6520942.7,0
2024-04-23,153.5,156.0,151.0,152.1,-0.59,42688.0,6520942.7,0
2024-04-24,155.0,155.0,150.0,153.0,0.59,119577.0,18170605.7,0
2024-04-25,156.0,156.0,150.6,152.0,-0.65,119454.0,18155138.5,0
2024-04-26,156.0,156.0,150.6,152.0,-0.65,119454.0,18155138.5,0
2024-04-27,156.0,156.0,150.6,152.0,-0.65,119454.0,18155138.5,0
2024-04-28,155.0,155.0,150.1,152.8,0.53,73319.0,11125595.0,0
2024-04-29,155.8,155.8,151.1,152.0,-0.52,35728.0,5417301.5,0
2024-04-30,155.0,155.0,151.1,153.8,1.18,45898.0,7010432.6,0
2024-05-01,155.0,155.0,151.1,153.8,1.18,45898.0,7010432.6,0
2024-05-02,156.8,156.8,151.0,152.8,-0.65,49024.0,7472196.5,0
2024-05-03,156.8,156.8,151.0,152.8,-0.65,49024.0,7472196.5,0
2024-05-04,156.8,156.8,151.0,152.8,-0.65,49024.0,7472196.5,0
2024-05-05,151.0,152.0,150.4,151.0,-1.18,56400.0,8509676.9,0
2024-05-06,150.1,154.0,150.1,151.0,0.0,81045.0,12295695.7,0
2024-05-07,152.0,152.0,150.5,150.8,-0.13,39931.0,6016880.4,0
2024-05-08,150.5,151.2,148.0,148.5,-1.53,112375.0,16788040.8,0
2024-05-09,149.9,150.1,147.4,150.0,1.01,49388.0,7343767.3,0
2024-05-10,149.9,150.1,147.4,150.0,1.01,49388.0,7343767.3,0
2024-05-11,149.9,150.1,147.4,150.0,1.01,49388.0,7343767.3,0
