Date,Stock,Action,Qty,Price,Total_Amount,Profit_Loss,Reason
5/25/2021,CZBIL,BUY,515,333,-171495,0,Trend Entry
5/27/2021,ICFC,BUY,96,417,-40032,0,Trend Entry
5/30/2021,LBBL,SELL,20,376,7520,1720,Take Profit (25% gain)
5/30/2021,MEGA,BUY,22,336,-7392,0,Trend Entry
5/31/2021,HPPL,SELL,18,416,7488,144,Trailing Stop (7% drop)
5/31/2021,KKHC,BUY,29,261,-7569,0,Trend Entry
6/2/2021,JBBL,SELL,137,400,54800,13289,Take Profit (25% gain)
6/2/2021,NHPC,BUY,221,248,-54808,0,Trend Entry
6/7/2021,ICFC,SELL,96,528,50688,10656,Take Profit (25% gain)
6/7/2021,DHPL,BUY,202,251,-50702,0,Trend Entry
6/14/2021,SANIMA,SELL,316,498,157368,32864,Take Profit (25% gain)
6/14/2021,NHPC,SELL,221,329,72709,17901,Take Profit (25% gain)
6/14/2021,DHPL,SELL,202,327,66054,15352,Take Profit (25% gain)
6/14/2021,JBBL,BUY,396,520,-205920,0,Trend Entry
6/15/2021,NHPC,BUY,279,323,-90117,0,Trend Entry
6/16/2021,JBBL,SELL,396,472,186912,-19008,Trailing Stop (7% drop)
6/16/2021,NHPC,SELL,279,291,81189,-8928,Trailing Stop (7% drop)
6/16/2021,EBL,BUY,258,761,-196338,0,Trend Entry
6/17/2021,JOSHI,BUY,230,312,-71760,0,Trend Entry
6/20/2021,KKHC,SELL,29,280,8120,551,Trailing Stop (7% drop)
6/21/2021,NBB,SELL,330,398,131340,5940,Trailing Stop (7% drop)
6/21/2021,LICN,SELL,64,2390,152960,-1216,Trailing Stop (7% drop)
6/21/2021,CZBIL,SELL,515,373,192095,20600,Trailing Stop (7% drop)
6/21/2021,MEGA,SELL,22,358,7876,484,Trailing Stop (7% drop)
6/21/2021,JOSHI,SELL,230,271,62330,-9430,Trailing Stop (7% drop)
6/22/2021,KKHC,BUY,622,299,-185978,0,Trend Entry
6/23/2021,NHPC,BUY,570,323,-184110,0,Trend Entry
6/24/2021,ADBL,BUY,382,482,-184124,0,Trend Entry
6/28/2021,KKHC,SELL,622,276,171672,-14306,Trailing Stop (7% drop)
6/28/2021,NMB,BUY,387,445,-172215,0,Trend Entry
7/5/2021,NHPC,SELL,570,305,173850,-10260,Trailing Stop (7% drop)
7/6/2021,NICA,BUY,190,916,-174040,0,Trend Entry
8/16/2021,NICA,SELL,190,988,187720,13680,Trailing Stop (7% drop)
8/16/2021,NBB,BUY,377,497,-187369,0,Trend Entry
8/17/2021,NMB,SELL,387,473,183051,10836,Trailing Stop (7% drop)
8/17/2021,EDBL,BUY,163,1119,-182397,0,Trend Entry
8/29/2021,NBB,SELL,377,456,171912,-15457,Trailing Stop (7% drop)
8/29/2021,NHPC,BUY,374,461.5,-172601,0,Trend Entry
8/31/2021,EBL,SELL,258,729.5,188211,-8127,Trailing Stop (7% drop)
8/31/2021,ADBL,SELL,382,544,207808,23684,Trailing Stop (7% drop)
8/31/2021,EDBL,SELL,163,1036,168868,-13529,Trailing Stop (7% drop)
8/31/2021,AHPC,BUY,247,737,-182039,0,Trend Entry
9/1/2021,PROFL,BUY,336,540,-181440,0,Trend Entry
9/2/2021,NHPC,SELL,374,424,158576,-14025,Trailing Stop (7% drop)
9/5/2021,AHPC,SELL,247,641.5,158450.5,-23588.5,Trailing Stop (7% drop)
9/6/2021,KKHC,BUY,430,409,-175870,0,Trend Entry
9/7/2021,AKJCL,BUY,423,410,-173430,0,Trend Entry
9/8/2021,PROFL,SELL,336,501,168336,-13104,Trailing Stop (7% drop)
9/12/2021,KSBBL,BUY,238,731,-173978,0,Trend Entry
9/13/2021,NHPC,BUY,351,466,-163566,0,Trend Entry
9/16/2021,KKHC,SELL,430,383.3,164819,-11051,Trailing Stop (7% drop)
9/16/2021,AKJCL,SELL,423,386.1,163320.3,-10109.7,Trailing Stop (7% drop)
9/16/2021,NHPC,SELL,351,432,151632,-11934,Trailing Stop (7% drop)
9/20/2021,KSBBL,SELL,238,640,152320,-21658,Trailing Stop (7% drop)
9/22/2021,NHPC,BUY,352,449,-158048,0,Trend Entry
9/28/2021,NHPC,SELL,352,403,141856,-16192,Trailing Stop (7% drop)
10/6/2021,SANIMA,BUY,302,509,-153718,0,Trend Entry
10/17/2021,NABIL,BUY,103,1482,-152646,0,Trend Entry
10/24/2021,SANIMA,SELL,302,402,121404,-32314,Trailing Stop (7% drop)
10/24/2021,MLBL,BUY,241,604,-145564,0,Trend Entry
10/28/2021,LICN,BUY,72,2070,-149040,0,Trend Entry
10/31/2021,KSBBL,BUY,187,729,-136323,0,Trend Entry
11/2/2021,KSBBL,SELL,187,670,125290,-11033,Trailing Stop (7% drop)
11/2/2021,ICFC,BUY,142,878.6,-124761.2,0,Trend Entry
