Date,Stock,Action,Price,Quantity,Cash_After
2023-07-30,HPPL,SELL,265.1,15,7365.8500000000495
2023-07-30,HURJA,BUY,263.7,15,3410.3500000000495
2023-07-30,KKHC,BUY,199.9,15,411.8500000000495
2023-07-30,LICN,SELL,1489.0,15,22746.85000000005
2023-07-30,MEGA,BUY,219.0,20,18366.85000000005
2023-07-30,MFIL,BUY,511.0,15,10701.85000000005
2023-07-30,MLBL,BUY,338.0,15,5631.8500000000495
2023-07-30,NHPC,BUY,167.0,15,3126.8500000000495
2023-07-30,PCBL,BUY,206.4,15,30.850000000049477
2023-07-31,AHPC,SELL,243.2,30,7326.8500000000495
2023-07-31,AKJCL,BUY,186.7,15,4526.3500000000495
2023-07-31,BARUN,BUY,242.0,15,896.3500000000495
2023-08-01,EDBL,SELL,314.0,30,10316.35000000005
2023-08-01,HPPL,BUY,254.2,15,6503.3500000000495
2023-08-01,HURJA,BUY,255.0,15,2678.3500000000495
2023-08-01,NHPC,BUY,164.0,15,218.35000000004948
2023-08-01,PROFL,SELL,396.1,15,6159.8500000000495
2023-08-01,RLI,BUY,387.0,15,354.8500000000495
2023-08-03,HURJA,SELL,242.0,60,14874.85000000005
2023-08-03,ICFC,BUY,478.0,15,7704.8500000000495
2023-08-03,JBBL,BUY,318.0,15,2934.8500000000495
2023-08-03,KKHC,BUY,193.5,15,32.35000000004948
2023-08-06,AKJCL,SELL,174.0,30,5252.3500000000495
2023-08-06,BARUN,BUY,230.8,15,1790.3500000000495
2023-08-06,KSBBL,SELL,320.0,15,6590.3500000000495
2023-08-06,LBBL,BUY,390.0,15,740.3500000000495
2023-08-06,MLBL,SELL,321.0,30,10370.35000000005
2023-08-06,NABIL,BUY,612.0,15,1190.3500000000495
2023-08-06,PCBL,SELL,193.3,15,4089.8500000000495
2023-08-07,ADBL,BUY,258.0,15,219.85000000004948
2023-08-15,KKHC,SELL,178.5,59,10751.35000000005
2023-08-15,KSBBL,BUY,315.0,15,6026.3500000000495
2023-08-15,LBBL,BUY,397.2,15,68.35000000004948
2023-08-15,NHPC,SELL,154.7,105,16311.850000000048
2023-08-15,NICA,BUY,785.0,15,4536.850000000048
2023-08-15,NMB,BUY,226.0,15,1146.8500000000477
2023-08-16,BARUN,SELL,218.0,30,7686.850000000048
2023-08-16,CZBIL,BUY,186.7,15,4886.350000000048
2023-08-16,DHPL,BUY,157.0,15,2531.3500000000477
2023-08-16,HPPL,SELL,234.5,15,6048.850000000048
2023-08-16,HURJA,BUY,232.0,15,2568.8500000000477
2023-08-16,NHPC,BUY,152.0,15,288.85000000004766
2023-08-21,DHPL,SELL,149.0,15,2523.8500000000477
2023-08-21,HURJA,SELL,215.0,15,5748.850000000048
2023-08-21,JBBL,BUY,308.0,15,1128.8500000000477
2023-09-04,NHPC,SELL,144.0,15,3288.8500000000477
2023-09-04,PCBL,BUY,181.3,15,569.3500000000477
2023-09-07,JBBL,SELL,291.0,30,9299.350000000048
2023-09-07,JOSHI,BUY,191.1,15,6432.850000000048
2023-09-07,KKHC,BUY,162.0,15,4002.8500000000477
2023-09-07,MEGA,BUY,219.0,15,717.8500000000477
2023-09-07,NABIL,SELL,577.2,90,52665.85000000006
2023-09-07,NBB,BUY,400.0,26,42265.85000000006
2023-09-07,NHPC,BUY,137.1,61,33902.75000000006
2023-09-07,NICA,BUY,775.0,15,22277.75000000006
2023-09-07,NMB,BUY,217.0,20,17937.75000000006
2023-09-07,PCBL,BUY,179.4,19,14529.150000000058
2023-09-07,PROFL,BUY,280.0,15,10329.150000000058
2023-09-07,RLI,BUY,387.0,15,4524.150000000058
2023-09-07,SANIMA,BUY,290.0,15,174.15000000005784
2023-09-10,ICFC,SELL,453.0,15,6969.150000000058
2023-09-10,JBBL,BUY,293.7,15,2563.650000000058
2023-09-10,KKHC,BUY,164.0,15,103.65000000005784
2023-09-11,PROFL,SELL,314.0,15,4813.650000000058
2023-09-11,SANIMA,BUY,299.0,15,328.65000000005784
2023-09-21,JOSHI,SELL,224.0,15,3688.650000000058
2023-09-21,KKHC,BUY,194.0,15,778.6500000000578
2023-09-21,NHPC,SELL,158.4,61,10441.050000000057
2023-09-21,NMB,BUY,219.0,15,7156.0500000000575
2023-09-21,PCBL,BUY,184.7,15,4385.5500000000575
2023-09-21,SANIMA,BUY,289.3,15,46.05000000005748
2023-10-01,KKHC,SELL,181.0,45,8191.0500000000575
2023-10-01,KSBBL,BUY,315.9,15,3452.5500000000575
2023-10-01,MEGA,BUY,219.0,15,167.55000000005748
2023-10-03,NICA,SELL,573.0,30,17357.550000000057
2023-10-03,NMB,BUY,215.1,16,13915.950000000057
2023-10-03,PCBL,BUY,182.8,15,11173.950000000057
2023-10-03,PROFL,BUY,305.0,15,6598.950000000057
2023-10-03,RLI,BUY,387.0,15,793.9500000000571
2023-10-04,CZBIL,SELL,175.0,15,3418.950000000057
2023-10-04,DHPL,BUY,156.1,15,1077.4500000000571
2023-10-04,SANIMA,SELL,274.3,45,13420.950000000057
2023-10-05,ADBL,BUY,258.0,15,9550.950000000057
2023-10-05,AHPC,BUY,226.6,15,6151.950000000057
2023-10-05,AKJCL,BUY,162.0,15,3721.950000000057
2023-10-05,BARUN,BUY,227.3,15,312.4500000000571
2023-10-08,DHPL,SELL,147.5,15,2524.950000000057
2023-10-08,NHPC,BUY,149.0,15,289.9500000000571
2023-10-09,AHPC,SELL,214.3,15,3504.450000000057
2023-10-09,AKJCL,BUY,156.2,15,1161.4500000000571
2023-10-10,BARUN,SELL,215.0,15,4386.450000000057
2023-10-10,CZBIL,BUY,168.4,15,1860.4500000000571
2023-10-12,LBBL,SELL,375.0,62,25110.450000000055
2023-10-12,LICN,BUY,1310.0,15,5460.450000000055
2023-10-12,MEGA,BUY,219.0,15,2175.4500000000553
2023-10-12,NHPC,BUY,141.4,15,54.4500000000553
2023-10-16,AKJCL,SELL,148.1,30,4497.450000000055
2023-10-16,BARUN,BUY,212.0,15,1317.4500000000553
2023-10-16,KSBBL,SELL,296.5,30,10212.450000000055
2023-10-16,LBBL,BUY,372.9,15,4618.950000000055
2023-10-16,MEGA,BUY,219.0,15,1333.9500000000553
2023-10-19,PROFL,SELL,285.2,15,5611.950000000055
2023-10-19,SANIMA,BUY,248.8,15,1879.9500000000553
2023-10-29,NHPC,SELL,129.0,30,5749.950000000055
2023-10-29,NMB,BUY,206.5,15,2652.4500000000553
2023-10-30,AKJCL,BUY,152.0,15,372.4500000000553
2023-11-01,SANIMA,SELL,235.0,15,3897.4500000000553
2023-11-02,ADBL,BUY,248.2,15,174.4500000000553
2023-11-05,JBBL,SELL,274.9,15,4297.950000000055
2023-11-05,JOSHI,BUY,193.8,15,1390.9500000000553
2023-11-09,BARUN,SELL,201.0,15,4405.950000000055
2023-11-09,CZBIL,BUY,163.3,15,1956.4500000000553
2023-11-09,NHPC,BUY,128.0,15,36.4500000000553
2023-11-21,AKJCL,SELL,144.0,15,2196.4500000000553
2023-11-21,DHPL,BUY,136.6,15,147.4500000000553
2023-12-03,NMB,SELL,196.1,81,16031.550000000056
2023-12-03,PCBL,BUY,191.0,16,12975.550000000056
2023-12-03,PROFL,BUY,276.0,15,8835.550000000056
2023-12-03,RLI,BUY,387.0,15,3030.5500000000557
2023-12-04,AKJCL,BUY,146.0,15,840.5500000000557
2023-12-10,LICN,SELL,1480.0,15,23040.550000000054
2023-12-10,MEGA,BUY,219.0,21,18441.550000000054
2023-12-10,MFIL,BUY,513.0,15,10746.550000000054
2023-12-10,MLBL,BUY,316.0,15,6006.550000000054
2023-12-10,NBB,BUY,400.0,15,6.550000000053842
2023-12-10,NHPC,SELL,147.8,15,2223.550000000054
2023-12-10,PROFL,SELL,305.0,15,6798.550000000054
2023-12-10,RLI,BUY,387.0,15,993.5500000000538
2023-12-12,AKJCL,SELL,169.0,15,3528.550000000054
2023-12-12,CZBIL,BUY,173.9,15,920.0500000000538
2023-12-12,DHPL,SELL,153.1,15,3216.550000000054
2023-12-12,JOSHI,SELL,219.0,15,6501.550000000054
2023-12-12,KKHC,BUY,200.0,15,3501.550000000054
2023-12-12,MEGA,BUY,219.0,15,216.55000000005384
2023-12-18,LBBL,SELL,415.0,15,6441.550000000054
2023-12-18,MEGA,BUY,219.0,15,3156.550000000054
2023-12-18,NHPC,BUY,167.0,15,651.5500000000538
2023-12-19,KKHC,SELL,223.0,15,3996.550000000054
2023-12-19,MEGA,BUY,219.0,15,711.5500000000538
2023-12-19,MLBL,SELL,352.0,15,5991.550000000054
2023-12-19,NHPC,BUY,168.5,15,3464.050000000054
2023-12-19,NMB,BUY,214.2,15,251.05000000005384
2023-12-20,MFIL,SELL,569.0,45,25856.050000000054
2023-12-20,MLBL,BUY,351.0,15,20591.050000000054
2023-12-20,NABIL,BUY,520.0,15,12791.050000000054
2023-12-20,NBB,BUY,400.0,15,6791.050000000054
2023-12-20,NHPC,BUY,169.5,15,4248.550000000054
2023-12-20,NMB,BUY,213.0,15,1053.5500000000538
2023-12-20,PCBL,SELL,211.1,80,17941.550000000054
2023-12-20,PROFL,BUY,328.0,15,13021.550000000054
2023-12-20,RLI,BUY,387.0,15,7216.550000000054
2023-12-20,SANIMA,BUY,270.0,15,3166.550000000054
2023-12-21,CZBIL,BUY,184.0,15,406.55000000005384
2023-12-24,MLBL,SELL,330.3,15,5361.050000000054
2023-12-24,NHPC,BUY,161.4,15,2940.050000000054
2023-12-25,CZBIL,BUY,180.0,15,240.05000000005384
2023-12-27,PROFL,SELL,311.5,15,4912.550000000054
2023-12-27,SANIMA,BUY,257.0,15,1057.5500000000538
2024-01-02,NMB,SELL,200.2,30,7063.550000000054
2024-01-02,PCBL,BUY,200.8,15,4051.550000000054
2024-01-02,SANIMA,BUY,251.0,15,286.55000000005384
2024-01-07,CZBIL,SELL,168.6,75,12931.550000000054
2024-01-07,DHPL,BUY,188.0,15,10111.550000000054
2024-01-07,EBL,BUY,503.0,15,2566.550000000054
2024-01-07,NABIL,SELL,490.0,15,9916.550000000054
2024-01-07,NBB,BUY,400.0,15,3916.550000000054
2024-01-07,NHPC,BUY,158.0,15,1546.5500000000538
2024-01-14,DHPL,SELL,208.3,15,4671.050000000054
2024-01-14,HPPL,BUY,264.0,15,711.0500000000538
2024-01-16,NHPC,SELL,174.0,75,13761.050000000054
2024-01-16,NICA,BUY,514.0,15,6051.050000000054
2024-01-16,NMB,BUY,205.9,15,2962.550000000054
2024-01-17,CZBIL,BUY,182.0,15,232.55000000005384
2024-01-18,EBL,SELL,554.0,15,8542.550000000054
2024-01-18,EDBL,BUY,385.0,15,2767.550000000054
2024-01-18,NHPC,BUY,173.0,15,172.55000000005384
2024-01-21,HPPL,SELL,307.0,15,4777.550000000054
2024-01-21,HURJA,BUY,300.0,15,277.55000000005384
2024-01-22,EDBL,SELL,358.0,15,5647.550000000054
2024-01-22,HPPL,BUY,301.0,15,1132.5500000000538
2024-01-23,NICA,SELL,478.6,15,8311.550000000054
2024-01-23,NMB,BUY,196.7,15,5361.050000000054
2024-01-23,PCBL,BUY,207.8,15,2244.050000000054
2024-01-24,CZBIL,SELL,172.9,15,4837.550000000054
2024-01-24,DHPL,BUY,212.8,15,1645.5500000000538
2024-01-24,HPPL,SELL,279.0,15,5830.550000000054
2024-01-24,HURJA,BUY,284.0,15,1570.5500000000538
2024-01-31,HURJA,SELL,315.0,30,11020.550000000054
2024-01-31,ICFC,BUY,479.0,15,3835.550000000054
2024-01-31,JOSHI,BUY,255.5,15,3.050000000053842
2024-02-12,JOSHI,SELL,300.0,15,4503.050000000054
2024-02-12,KKHC,BUY,245.1,15,826.5500000000538
2024-02-13,ADBL,SELL,231.3,75,18174.050000000054
2024-02-13,AHPC,BUY,204.0,17,14706.050000000054
2024-02-13,AKJCL,BUY,231.0,15,11241.050000000054
2024-02-13,BARUN,BUY,272.0,15,7161.050000000054
2024-02-13,CZBIL,BUY,167.0,15,4656.050000000054
2024-02-13,DHPL,BUY,211.0,15,1491.0500000000538
2024-02-18,AHPC,SELL,193.0,17,4772.050000000054
2024-02-18,AKJCL,BUY,241.9,15,1143.5500000000538
2024-02-18,NHPC,SELL,162.0,15,3573.550000000054
2024-02-18,NMB,BUY,186.5,15,776.0500000000538
2024-02-21,SANIMA,SELL,235.0,45,11351.050000000054
2024-02-22,ADBL,BUY,229.0,15,7916.050000000054
2024-02-22,AHPC,BUY,190.0,15,5066.050000000054
2024-02-22,AKJCL,BUY,224.7,15,1695.5500000000538
2024-02-22,BARUN,SELL,253.1,15,5492.050000000054
2024-02-22,CZBIL,BUY,163.3,15,3042.550000000054
2024-02-22,DHPL,BUY,201.0,15,27.550000000053842
2024-02-22,PCBL,SELL,197.0,30,5937.550000000054
2024-02-22,PROFL,BUY,314.3,15,1223.0500000000538
2024-02-26,NMB,SELL,177.0,45,9188.050000000054
2024-02-26,PCBL,BUY,193.1,15,6291.550000000054
2024-02-26,PROFL,BUY,317.5,15,1529.0500000000538
2024-02-29,AHPC,SELL,180.3,15,4233.550000000054
2024-02-29,AKJCL,BUY,213.1,15,1037.0500000000538
2024-02-29,DHPL,SELL,189.0,45,9542.050000000054
2024-02-29,EBL,BUY,499.1,15,2055.550000000054
2024-03-03,PROFL,SELL,301.0,30,11085.550000000054
2024-03-03,RLI,BUY,387.0,15,5280.550000000054
2024-03-03,SANIMA,BUY,234.0,15,1770.5500000000538
2024-04-07,KKHC,SELL,230.0,15,5220.550000000054
2024-04-07,MEGA,BUY,219.0,15,1935.5500000000538
2024-04-09,ICFC,SELL,532.9,15,9929.050000000054
2024-04-09,JBBL,BUY,299.0,15,5444.050000000054
2024-04-09,JOSHI,BUY,335.0,15,419.05000000005384
2024-04-18,JBBL,SELL,281.0,15,4634.050000000054
2024-04-18,KKHC,BUY,243.3,15,984.5500000000538
2024-04-21,KKHC,SELL,230.0,15,4434.550000000054
2024-04-21,MEGA,BUY,219.0,15,1149.5500000000538
2024-04-24,CZBIL,SELL,154.6,30,5787.550000000054
2024-04-24,DHPL,BUY,198.9,15,2804.050000000054
2024-04-24,NHPC,BUY,146.3,15,609.5500000000538
2024-05-08,JOSHI,SELL,317.0,15,5364.550000000054
2024-05-08,KKHC,BUY,217.0,15,2109.550000000054
2024-05-13,AKJCL,SELL,202.0,60,14229.550000000054
2024-05-13,BARUN,BUY,226.0,15,10839.550000000054
2024-05-13,CZBIL,BUY,161.5,15,8417.050000000054
2024-05-13,DHPL,BUY,195.0,15,5492.050000000054
2024-05-13,HPPL,BUY,254.0,15,1682.0500000000538
2024-05-19,ADBL,SELL,254.0,15,5492.050000000054
2024-05-19,AHPC,BUY,162.1,15,3060.550000000054
2024-05-19,CZBIL,BUY,164.0,15,600.5500000000538
2024-05-21,SANIMA,SELL,262.0,15,4530.550000000054
2024-05-22,ADBL,BUY,280.0,15,330.55000000005384
2024-05-22,EBL,SELL,550.9,15,8594.050000000054
2024-05-22,EDBL,BUY,392.0,15,2714.050000000054
2024-05-22,NHPC,BUY,149.0,15,479.05000000005384
2024-05-22,PCBL,SELL,212.9,15,3672.550000000054
2024-05-23,AHPC,BUY,163.8,15,1215.5500000000538
2024-05-30,ADBL,SELL,261.0,15,5130.550000000054
2024-05-30,AHPC,BUY,158.9,15,2747.050000000054
2024-05-30,CZBIL,BUY,170.2,15,194.05000000005384
2024-06-10,BARUN,SELL,249.0,15,3929.050000000054
2024-06-10,CZBIL,BUY,166.0,15,1439.0500000000538
2024-06-18,DHPL,SELL,220.2,30,8045.050000000054
2024-06-18,EBL,BUY,531.7,15,69.55000000005293
2024-06-25,HPPL,SELL,293.0,15,4464.550000000053
2024-06-25,JBBL,BUY,289.0,15,129.55000000005293
2024-06-26,NHPC,SELL,141.0,30,4359.550000000053
2024-06-26,NMB,BUY,186.3,15,1565.050000000053
2024-06-30,AHPC,SELL,149.1,45,8274.550000000054
2024-06-30,AKJCL,BUY,204.5,15,5207.050000000054
2024-06-30,BARUN,BUY,302.2,15,674.0500000000538
2024-07-04,AKJCL,SELL,227.7,15,4089.550000000054
2024-07-04,CZBIL,BUY,176.0,15,1449.5500000000538
2024-07-04,EDBL,SELL,439.0,15,8034.550000000054
2024-07-04,HPPL,BUY,288.0,15,3714.550000000054
2024-07-04,HURJA,BUY,195.0,15,789.5500000000538
2024-07-09,HURJA,SELL,185.0,15,3564.550000000054
2024-07-09,JBBL,SELL,320.0,15,8364.550000000054
2024-07-09,JOSHI,BUY,293.4,15,3963.550000000054
2024-07-09,KKHC,BUY,228.0,15,543.5500000000538
2024-07-10,NMB,SELL,206.9,15,3647.050000000054
2024-07-10,PCBL,BUY,207.2,15,539.0500000000538
2024-07-16,CZBIL,SELL,202.9,75,15756.550000000054
2024-07-16,DHPL,BUY,223.5,15,12404.050000000054
2024-07-16,EBL,BUY,572.9,15,3810.550000000054
2024-07-16,HPPL,SELL,323.0,15,8655.550000000054
2024-07-16,HURJA,BUY,213.0,15,5460.550000000054
2024-07-16,JBBL,BUY,327.0,15,555.5500000000538
2024-07-16,KKHC,SELL,254.8,30,8199.550000000054
2024-07-16,KSBBL,BUY,429.9,15,1751.0500000000538
2024-07-16,PCBL,SELL,230.9,15,5214.550000000054
2024-07-16,SANIMA,BUY,283.0,15,969.5500000000538
2024-07-17,BARUN,SELL,343.1,15,6116.050000000054
2024-07-17,CZBIL,BUY,205.1,15,3039.550000000054
2024-07-17,JOSHI,SELL,327.2,15,7947.550000000054
2024-07-17,KKHC,BUY,258.9,15,4064.0500000000543
2024-07-17,MEGA,BUY,219.0,15,779.0500000000543
2024-07-21,CZBIL,SELL,226.0,15,4169.050000000054
2024-07-21,DHPL,BUY,232.8,15,677.0500000000538
2024-07-21,SANIMA,SELL,315.1,15,5403.550000000054
2024-07-22,ADBL,BUY,330.0,15,453.55000000005384
2024-07-23,HURJA,SELL,248.4,15,4179.550000000054
2024-07-23,KKHC,BUY,270.0,15,129.55000000005384
2024-07-24,KSBBL,SELL,483.0,15,7374.550000000054
2024-07-24,LBBL,BUY,474.0,15,264.55000000005384
2024-07-28,ADBL,SELL,387.2,15,6072.550000000054
2024-07-28,AHPC,BUY,216.9,15,2819.050000000054
2024-07-28,EBL,SELL,678.5,30,23174.050000000054
2024-07-28,EDBL,BUY,540.0,15,15074.050000000054
2024-07-28,HPPL,BUY,342.0,15,9944.050000000054
2024-07-28,HURJA,BUY,235.0,15,6419.050000000054
2024-07-28,JBBL,BUY,378.0,15,749.0500000000538
2024-07-31,DHPL,SELL,258.5,30,8504.050000000054
2024-07-31,EDBL,BUY,543.0,15,359.05000000005384
2024-08-06,EDBL,SELL,490.1,30,15062.050000000054
2024-08-06,HPPL,BUY,342.0,15,9932.050000000054
2024-08-06,HURJA,BUY,219.0,15,6647.050000000054
2024-08-06,JBBL,BUY,352.0,15,1367.0500000000538
2024-08-07,AHPC,SELL,240.0,15,4967.050000000054
2024-08-07,AKJCL,BUY,199.0,15,1982.0500000000538
2024-08-11,HURJA,SELL,243.2,30,9278.050000000054
2024-08-11,JBBL,BUY,374.0,15,3668.050000000054
2024-08-11,KKHC,SELL,305.8,30,12842.050000000054
2024-08-11,KSBBL,BUY,504.0,15,5282.050000000054
2024-08-11,MEGA,BUY,219.0,15,1997.0500000000538
2024-08-12,AKJCL,SELL,239.5,15,5589.550000000054
2024-08-12,CZBIL,BUY,254.0,15,1779.5500000000538
2024-08-13,HPPL,SELL,391.0,30,13509.550000000054
2024-08-13,HURJA,BUY,260.0,15,9609.550000000054
2024-08-13,JBBL,BUY,381.0,15,3894.550000000054
2024-08-13,MEGA,BUY,219.0,15,609.5500000000538
2024-08-14,LBBL,SELL,531.2,15,8577.550000000054
2024-08-14,MEGA,BUY,219.0,15,5292.550000000054
2024-08-14,NHPC,BUY,271.8,15,1215.5500000000538
2024-08-15,HURJA,SELL,286.0,15,5505.550000000054
2024-08-15,KKHC,BUY,328.0,15,585.5500000000538
2024-08-21,KKHC,SELL,307.3,15,5195.050000000054
2024-08-21,MEGA,BUY,219.0,15,1910.0500000000538
2024-08-21,NHPC,SELL,254.6,15,5729.050000000054
2024-08-21,NMB,BUY,279.1,15,1542.5500000000538
2024-08-27,NMB,SELL,261.9,15,5471.050000000054
2024-08-27,PCBL,BUY,288.5,15,1143.5500000000538
2024-09-01,CZBIL,SELL,236.7,15,4694.050000000054
2024-09-01,DHPL,BUY,246.0,15,1004.0500000000538
2024-09-09,PCBL,SELL,269.0,15,5039.050000000054
2024-09-09,SANIMA,BUY,326.9,15,135.55000000005384
2024-09-10,KSBBL,SELL,474.0,15,7245.550000000054
2024-09-10,MEGA,BUY,219.0,15,3960.550000000054
2024-09-10,NHPC,BUY,229.0,15,525.5500000000538
2024-09-11,JBBL,SELL,356.0,75,27225.550000000054
2024-09-11,JOSHI,BUY,320.0,17,21785.550000000054
2024-09-11,KKHC,BUY,251.4,17,17511.750000000055
2024-09-11,KSBBL,BUY,469.0,15,10476.750000000055
2024-09-11,LBBL,BUY,479.9,15,3278.2500000000546
2024-09-15,AKJCL,BUY,215.9,15,39.75000000005457
2024-09-23,AKJCL,SELL,202.0,15,3069.7500000000546
2024-09-23,JOSHI,SELL,302.0,17,8203.750000000055
2024-09-23,KKHC,BUY,254.0,15,4393.750000000055
2024-09-23,MEGA,BUY,219.0,15,1108.7500000000546
2024-09-23,NHPC,SELL,213.0,15,4303.750000000055
2024-09-23,NMB,BUY,247.8,15,586.7500000000546
2024-09-24,DHPL,SELL,229.0,15,4021.7500000000546
2024-09-24,HURJA,BUY,207.0,15,916.7500000000546
2024-09-24,LBBL,SELL,448.0,15,7636.750000000055
2024-09-24,MEGA,BUY,219.0,15,4351.750000000055
2024-09-24,NHPC,BUY,203.5,15,1299.2500000000546
2024-10-07,NHPC,SELL,226.4,15,4695.250000000055
2024-10-07,NMB,BUY,272.0,15,615.2500000000546
2024-10-07,SANIMA,SELL,360.4,15,6021.250000000055
2024-10-08,ADBL,BUY,381.4,15,300.25000000005457
2024-10-16,HURJA,SELL,228.0,15,3720.2500000000546
2024-10-16,MEGA,BUY,219.0,15,435.25000000005457
2024-10-24,ADBL,SELL,361.1,15,5851.750000000055
2024-10-24,AHPC,BUY,267.9,15,1833.250000000055
2024-10-29,KKHC,SELL,285.0,32,10953.250000000055
2024-10-29,KSBBL,BUY,459.0,15,4068.2500000000546
2024-10-29,MEGA,BUY,219.0,15,783.2500000000546
2024-11-05,NMB,SELL,258.0,30,8523.250000000055
2024-11-05,PCBL,BUY,280.4,15,4317.250000000055
2024-11-06,AHPC,BUY,274.1,15,205.75000000005457
2024-12-01,PCBL,SELL,265.1,15,4182.250000000055
2024-12-02,AKJCL,BUY,212.0,15,1002.2500000000546
2024-12-16,AHPC,SELL,255.0,30,8652.250000000055
2024-12-16,AKJCL,BUY,205.0,15,5577.250000000055
2024-12-16,CZBIL,BUY,217.6,15,2313.2500000000546
2024-12-22,KSBBL,SELL,431.5,30,15258.250000000055
2024-12-22,LBBL,BUY,481.0,15,8043.250000000055
2024-12-22,MEGA,BUY,219.0,15,4758.250000000055
2024-12-22,NHPC,BUY,214.0,15,1548.2500000000546
2024-12-31,AKJCL,SELL,194.0,30,7368.250000000055
2024-12-31,BARUN,BUY,386.0,15,1578.2500000000546
2025-01-13,LBBL,SELL,456.0,15,8418.250000000055
2025-01-13,MEGA,BUY,219.0,15,5133.250000000055
2025-01-13,NHPC,BUY,213.9,15,1924.7500000000546
2025-01-16,BARUN,SELL,433.0,15,8419.750000000055
2025-01-16,CZBIL,BUY,207.5,15,5307.250000000055
2025-01-16,DHPL,BUY,326.0,15,417.25000000005457
2025-01-26,DHPL,SELL,308.0,15,5037.250000000055
2025-01-26,HURJA,BUY,234.0,15,1527.2500000000546
2025-02-04,HURJA,SELL,268.7,15,5557.750000000055
2025-02-04,JBBL,BUY,365.0,15,82.75000000005457
2025-03-02,CZBIL,SELL,229.8,30,6976.750000000055
2025-03-02,DHPL,BUY,381.0,15,1261.7500000000546
2025-03-02,NHPC,SELL,236.5,30,8356.750000000055
2025-03-02,NICA,BUY,410.0,15,2206.7500000000546
2025-03-09,NICA,SELL,387.5,15,8019.250000000055
2025-03-09,NMB,BUY,257.0,15,4164.250000000055
2025-03-09,PCBL,BUY,260.4,15,258.250000000055
2025-03-12,DHPL,SELL,419.9,15,6556.750000000055
2025-03-12,HURJA,BUY,249.6,15,2812.7500000000546
2025-03-23,HURJA,SELL,229.3,15,6252.250000000055
2025-03-23,JBBL,BUY,340.17,15,1149.7000000000544
2025-03-23,NMB,SELL,243.09,15,4796.050000000054
2025-03-23,PCBL,BUY,249.0,15,1061.0500000000538
2025-04-29,JBBL,SELL,320.27,30,10669.150000000052
2025-04-29,JOSHI,BUY,367.25,15,5160.400000000052
2025-04-29,KKHC,BUY,342.5,15,22.900000000052387
2025-05-05,PCBL,SELL,234.14,30,7047.100000000052
2025-05-05,RLI,BUY,387.0,15,1242.1000000000522
2025-05-11,JOSHI,SELL,418.8,15,7524.100000000052
2025-05-11,KKHC,BUY,371.45,15,1952.3500000000522
2025-05-14,KKHC,SELL,349.98,30,12451.750000000055
2025-05-14,KSBBL,BUY,452.92,15,5657.950000000054
2025-05-14,MEGA,BUY,219.0,15,2372.9500000000544
2025-07-16,KSBBL,SELL,500.69,15,9883.300000000054
2025-07-16,LBBL,BUY,480.69,15,2672.9500000000535
2025-07-21,LBBL,SELL,549.69,15,10918.300000000054
2025-07-21,MEGA,BUY,219.0,15,7633.300000000054
2025-07-21,MLBL,BUY,430.17,15,1180.7500000000537
2025-08-11,MLBL,SELL,402.21,15,7213.900000000053
2025-08-11,NBB,BUY,400.0,15,1213.9000000000533
