SUMMARY
Metric,Value
Initial Investment,200000.00
Final Value,589364.92
Total Profit,389364.92
Return %,194.68%
Target Reached,Yes

TRADE HISTORY
Date,Stock,Action,Qty,Price,Total_Amount,Profit_Loss,Reason
2023-07-23,NMB,BUY,352,251.9,-88668.8,0.0,Trend Entry
2023-07-27,ICFC,SELL,148,499.0,73852.0,9190.800000000003,Trailing Stop (7% drop)
2023-07-27,MFIL,SELL,147,525.5,77248.5,-367.5,Trailing Stop (7% drop)
2023-07-27,NMB,SELL,352,233.1,82051.2,-6617.600000000006,Trailing Stop (7% drop)
2023-07-27,SANIMA,BUY,290,286.4,-83056.0,0.0,Trend Entry
2023-07-31,CZBIL,BUY,436,192.0,-83712.0,0.0,Trend Entry
2023-08-03,NMB,BUY,287,239.0,-68593.0,0.0,Trend Entry
2023-09-03,NMB,SELL,287,221.3,63513.100000000006,-5079.899999999994,Trailing Stop (7% drop)
2023-09-18,EBL,SELL,143,583.0,83369.0,10224.5,Trailing Stop (7% drop)
2023-09-19,BARUN,BUY,318,255.0,-81090.0,0.0,Trend Entry
2023-09-21,MFIL,BUY,122,540.0,-65880.0,0.0,Trend Entry
2023-09-25,BARUN,SELL,318,233.9,74380.2,-6709.800000000003,Trailing Stop (7% drop)
2023-09-25,ICFC,BUY,153,485.0,-74205.0,0.0,Trend Entry
2023-10-01,SANIMA,SELL,290,277.2,80388.0,-2668.0,Trailing Stop (7% drop)
2023-10-01,AKJCL,BUY,478,162.4,-77627.2,0.0,Trend Entry
2023-10-02,NICA,SELL,16,761.5,12184.0,40.0,Trailing Stop (7% drop)
2023-10-02,KSBBL,BUY,47,320.5,-15063.5,0.0,Trend Entry
2023-10-03,CZBIL,SELL,436,178.4,77782.40000000001,-5929.599999999991,Trailing Stop (7% drop)
2023-10-03,ADBL,BUY,291,261.8,-76183.8,0.0,Trend Entry
2023-10-12,ICFC,SELL,153,454.1,69477.3,-4727.699999999997,Trailing Stop (7% drop)
2023-10-12,AKJCL,SELL,478,150.0,71700.0,-5927.199999999997,Trailing Stop (7% drop)
2023-10-16,MFIL,SELL,122,498.0,60756.0,-5124.0,Trailing Stop (7% drop)
2023-10-16,KSBBL,SELL,47,296.5,13935.5,-1128.0,Trailing Stop (7% drop)
2023-10-18,KKHC,BUY,405,181.0,-73305.0,0.0,Trend Entry
2023-10-19,EDBL,BUY,227,318.8,-72367.6,0.0,Trend Entry
2023-10-30,KKHC,SELL,405,168.0,68040.0,-5265.0,Trailing Stop (7% drop)
2023-11-05,ADBL,SELL,291,240.9,70101.90000000001,-6081.899999999994,Trailing Stop (7% drop)
2023-11-06,PCBL,BUY,380,183.3,-69654.0,0.0,Trend Entry
2023-11-09,EDBL,SELL,227,295.0,66965.0,-5402.600000000006,Trailing Stop (7% drop)
2023-11-27,LBBL,BUY,177,396.5,-70180.5,0.0,Trend Entry
2023-11-28,CIT,BUY,35,1980.0,-69300.0,0.0,Trend Entry
2023-11-29,KKHC,BUY,363,187.0,-67881.0,0.0,Trend Entry
2023-12-27,KKHC,SELL,363,206.2,74850.59999999999,6969.599999999991,Trailing Stop (7% drop)
2023-12-27,NICA,BUY,143,520.0,-74360.0,0.0,Trend Entry
2024-01-02,LBBL,SELL,177,381.0,67437.0,-2743.5,Trailing Stop (7% drop)
2024-01-03,DHPL,BUY,374,181.5,-67881.0,0.0,Trend Entry
2024-01-07,PCBL,SELL,380,195.2,74176.0,4522.0,Trailing Stop (7% drop)
2024-01-07,BARUN,BUY,311,234.2,-72836.2,0.0,Trend Entry
2024-01-16,DHPL,SELL,374,229.1,85683.4,17802.399999999994,Take Profit (25% gain)
2024-01-16,SANIMA,BUY,303,265.5,-80446.5,0.0,Trend Entry
2024-01-17,BARUN,SELL,311,251.0,78061.0,5224.800000000003,Trailing Stop (7% drop)
2024-01-17,KKHC,BUY,333,237.0,-78921.0,0.0,Trend Entry
2024-01-18,PROFL,BUY,17,335.2,-5698.4,0.0,Trend Entry
2024-01-22,CIT,SELL,35,2125.0,74375.0,5075.0,Trailing Stop (7% drop)
2024-01-22,SANIMA,SELL,303,245.2,74295.59999999999,-6150.900000000009,Trailing Stop (7% drop)
2024-01-22,HPPL,BUY,252,301.0,-75852.0,0.0,Trend Entry
2024-01-23,NICA,SELL,143,478.6,68439.8,-5920.199999999997,Trailing Stop (7% drop)
2024-01-23,JOSHI,BUY,282,265.0,-74730.0,0.0,Trend Entry
2024-01-24,HPPL,SELL,252,279.0,70308.0,-5544.0,Trailing Stop (7% drop)
2024-01-24,AHPC,BUY,263,279.1,-73403.3,0.0,Trend Entry
2024-01-25,PCBL,BUY,303,209.4,-63448.200000000004,0.0,Trend Entry
2024-01-29,AHPC,SELL,263,209.1,54993.299999999996,-18410.000000000007,Trailing Stop (7% drop)
2024-01-29,KSBBL,BUY,156,351.0,-54756.0,0.0,Trend Entry
2024-02-14,JOSHI,SELL,282,357.3,100758.6,26028.600000000006,Take Profit (25% gain)
2024-02-14,EBL,BUY,144,527.0,-75888.0,0.0,Trend Entry
2024-02-15,HURJA,BUY,78,321.0,-25038.0,0.0,Trend Entry
2024-02-22,KKHC,SELL,333,249.9,83216.7,4295.699999999997,Trailing Stop (7% drop)
2024-02-22,PROFL,SELL,17,314.3,5343.1,-355.2999999999993,Trailing Stop (7% drop)
2024-02-22,HURJA,SELL,78,310.0,24180.0,-858.0,Trailing Stop (7% drop)
2024-02-22,JOSHI,BUY,182,412.0,-74984.0,0.0,Trend Entry
2024-02-25,PCBL,SELL,303,193.6,58660.799999999996,-4787.400000000009,Trailing Stop (7% drop)
2024-02-25,JOSHI,SELL,182,380.0,69160.0,-5824.0,Trailing Stop (7% drop)
2024-02-25,ICFC,BUY,147,493.5,-72544.5,0.0,Trend Entry
2024-02-26,JOSHI,BUY,184,397.0,-73048.0,0.0,Trend Entry
2024-02-29,KSBBL,SELL,156,335.0,52260.0,-2496.0,Trailing Stop (7% drop)
2024-02-29,JOSHI,SELL,184,350.9,64565.6,-8482.400000000001,Trailing Stop (7% drop)
2024-03-03,ICFC,SELL,147,464.0,68208.0,-4336.5,Trailing Stop (7% drop)
2024-03-04,KKHC,BUY,283,247.1,-69929.3,0.0,Trend Entry
2024-03-10,ICFC,BUY,141,493.0,-69513.0,0.0,Trend Entry
2024-03-12,CIT,BUY,30,2163.0,-64890.0,0.0,Trend Entry
2024-03-31,KKHC,SELL,283,237.0,67071.0,-2858.300000000003,Trailing Stop (7% drop)
2024-04-07,KSBBL,BUY,189,357.9,-67643.09999999999,0.0,Trend Entry
2024-04-22,ICFC,SELL,141,492.0,69372.0,-141.0,Trailing Stop (7% drop)
2024-04-25,PROFL,BUY,206,328.0,-67568.0,0.0,Trend Entry
2024-05-05,PROFL,SELL,206,330.1,68000.6,432.6000000000058,Trailing Stop (7% drop)
2024-05-05,EDBL,BUY,185,368.0,-68080.0,0.0,Trend Entry
2024-07-04,CIT,SELL,30,1920.0,57600.0,-7290.0,Trailing Stop (7% drop)
2024-07-04,MLBL,BUY,170,350.0,-59500.0,0.0,Trend Entry
2024-07-08,EDBL,SELL,185,465.0,86025.0,17945.0,Take Profit (25% gain)
2024-07-08,DHPL,BUY,361,207.0,-74727.0,0.0,Trend Entry
2024-07-09,KKHC,BUY,50,228.0,-11400.0,0.0,Trend Entry
2024-07-17,KSBBL,SELL,189,455.0,85995.0,18351.90000000001,Take Profit (25% gain)
2024-07-17,CZBIL,BUY,408,205.1,-83680.8,0.0,Trend Entry
2024-07-28,EBL,SELL,144,678.5,97704.0,21816.0,Take Profit (25% gain)
2024-07-28,EDBL,BUY,173,540.0,-93420.0,0.0,Trend Entry
2024-07-29,CZBIL,SELL,408,261.1,106528.8,22848.0,Take Profit (25% gain)
2024-07-29,HPPL,BUY,263,353.0,-92839.0,0.0,Trend Entry
2024-07-30,PCBL,BUY,68,296.9,-20189.199999999997,0.0,Trend Entry
2024-07-31,MLBL,SELL,170,460.0,78200.0,18700.0,Take Profit (25% gain)
2024-07-31,JBBL,BUY,199,393.0,-78207.0,0.0,Trend Entry
2024-08-01,DHPL,SELL,361,259.5,93679.5,18952.5,Take Profit (25% gain)
2024-08-01,KKHC,SELL,50,286.0,14300.0,2900.0,Take Profit (25% gain)
2024-08-01,CIT,BUY,41,2379.0,-97539.0,0.0,Trend Entry
2024-08-05,DHPL,BUY,41,253.0,-10373.0,0.0,Trend Entry
2024-08-06,EDBL,SELL,173,490.1,84787.3,-8632.699999999997,Trailing Stop (7% drop)
2024-08-06,HPPL,SELL,263,342.0,89946.0,-2893.0,Trailing Stop (7% drop)
2024-08-06,PCBL,SELL,68,273.0,18564.0,-1625.199999999997,Trailing Stop (7% drop)
2024-08-06,JBBL,SELL,199,352.0,70048.0,-8159.0,Trailing Stop (7% drop)
2024-08-06,AHPC,BUY,410,225.0,-92250.0,0.0,Trend Entry
2024-08-07,MFIL,BUY,128,735.0,-94080.0,0.0,Trend Entry
2024-08-08,NHPC,BUY,382,202.0,-77164.0,0.0,Trend Entry
2024-08-12,AHPC,SELL,410,302.8,124148.0,31898.0,Take Profit (25% gain)
2024-08-12,HPPL,BUY,284,374.0,-106216.0,0.0,Trend Entry
2024-08-13,NHPC,SELL,382,259.0,98938.0,21774.0,Take Profit (25% gain)
2024-08-13,AKJCL,BUY,442,246.7,-109041.4,0.0,Trend Entry
2024-08-14,MLBL,BUY,16,482.0,-7712.0,0.0,Trend Entry
2024-08-21,AKJCL,SELL,442,248.0,109616.0,574.6000000000058,Trailing Stop (7% drop)
2024-08-21,NICA,BUY,207,530.0,-109710.0,0.0,Trend Entry
2024-08-25,DHPL,SELL,41,267.0,10947.0,574.0,Trailing Stop (7% drop)
2024-08-25,LBBL,BUY,20,524.5,-10490.0,0.0,Trend Entry
2024-08-27,CIT,SELL,41,2414.9,99010.90000000001,1471.9000000000087,Trailing Stop (7% drop)
2024-08-27,MFIL,SELL,128,782.1,100108.8,6028.800000000003,Trailing Stop (7% drop)
2024-08-27,MLBL,SELL,16,438.0,7008.0,-704.0,Trailing Stop (7% drop)
2024-08-27,JBBL,BUY,273,395.0,-107835.0,0.0,Trend Entry
2024-08-28,LICN,BUY,41,2390.0,-97990.0,0.0,Trend Entry
2024-08-29,HPPL,SELL,284,385.0,109340.0,3124.0,Trailing Stop (7% drop)
2024-08-29,EBL,BUY,142,740.0,-105080.0,0.0,Trend Entry
2024-09-01,NICA,SELL,207,485.2,100436.4,-9273.600000000006,Trailing Stop (7% drop)
2024-09-01,HPPL,BUY,243,423.0,-102789.0,0.0,Trend Entry
2024-09-03,HPPL,SELL,243,422.0,102546.0,-243.0,Trailing Stop (7% drop)
2024-09-03,AKJCL,BUY,442,238.0,-105196.0,0.0,Trend Entry
2024-09-08,JBBL,SELL,273,375.0,102375.0,-5460.0,Trailing Stop (7% drop)
2024-09-08,EBL,SELL,142,691.9,98249.8,-6830.199999999997,Trailing Stop (7% drop)
2024-09-08,AKJCL,SELL,442,221.0,97682.0,-7514.0,Trailing Stop (7% drop)
2024-09-08,EDBL,BUY,149,670.0,-99830.0,0.0,Trend Entry
2024-09-09,LICN,SELL,41,2177.2,89265.2,-8724.800000000003,Trailing Stop (7% drop)
2024-09-10,LBBL,SELL,20,486.0,9720.0,-770.0,Trailing Stop (7% drop)
2024-09-16,EDBL,SELL,149,641.8,95628.2,-4201.800000000003,Trailing Stop (7% drop)
2024-09-23,EDBL,BUY,144,679.0,-97776.0,0.0,Trend Entry
2024-09-24,EDBL,SELL,144,629.8,90691.2,-7084.800000000003,Trailing Stop (7% drop)
2024-10-01,EDBL,BUY,142,678.6,-96361.2,0.0,Trend Entry
2024-10-08,NMB,BUY,355,270.8,-96134.0,0.0,Trend Entry
2024-10-09,CZBIL,BUY,376,253.0,-95128.0,0.0,Trend Entry
2024-10-15,SANIMA,BUY,277,345.2,-95620.4,0.0,Trend Entry
2024-10-23,NMB,SELL,355,263.9,93684.49999999999,-2449.5000000000146,Trailing Stop (7% drop)
2024-10-23,MFIL,BUY,120,768.0,-92160.0,0.0,Trend Entry
2024-10-24,EDBL,SELL,142,631.0,89602.0,-6759.199999999997,Trailing Stop (7% drop)
2024-10-24,CZBIL,SELL,376,234.6,88209.59999999999,-6918.400000000009,Trailing Stop (7% drop)
2024-10-24,SANIMA,SELL,277,323.0,89471.0,-6149.399999999994,Trailing Stop (7% drop)
2024-10-24,ICFC,BUY,108,833.0,-89964.0,0.0,Trend Entry
2024-10-27,BARUN,BUY,226,394.0,-89044.0,0.0,Trend Entry
2024-10-28,PROFL,BUY,128,709.0,-90752.0,0.0,Trend Entry
2024-11-19,ICFC,SELL,108,766.0,82728.0,-7236.0,Trailing Stop (7% drop)
2024-11-19,JOSHI,BUY,256,329.4,-84326.4,0.0,Trend Entry
2024-11-21,MFIL,SELL,120,742.5,89100.0,-3060.0,Trailing Stop (7% drop)
2024-11-21,HURJA,BUY,360,248.0,-89280.0,0.0,Trend Entry
2024-11-24,PROFL,SELL,128,679.0,86912.0,-3840.0,Trailing Stop (7% drop)
2024-11-24,HPPL,BUY,225,386.0,-86850.0,0.0,Trend Entry
2024-12-04,JOSHI,SELL,256,451.7,115635.2,31308.800000000003,Take Profit (25% gain)
2024-12-04,JBBL,BUY,255,393.5,-100342.5,0.0,Trend Entry
2024-12-05,NHPC,BUY,65,234.9,-15268.5,0.0,Trend Entry
2024-12-09,HURJA,SELL,360,239.1,86076.0,-3204.0,Trailing Stop (7% drop)
2024-12-09,DHPL,BUY,270,319.4,-86238.0,0.0,Trend Entry
2024-12-16,BARUN,SELL,226,411.0,92886.0,3842.0,Trailing Stop (7% drop)
2024-12-16,HPPL,SELL,225,388.0,87300.0,450.0,Trailing Stop (7% drop)
2024-12-16,DHPL,SELL,270,299.0,80730.0,-5508.0,Trailing Stop (7% drop)
2024-12-16,JOSHI,BUY,204,452.9,-92391.59999999999,0.0,Trend Entry
2024-12-17,JBBL,SELL,255,365.0,93075.0,-7267.5,Trailing Stop (7% drop)
2024-12-19,NHPC,SELL,65,216.8,14092.0,-1176.5,Trailing Stop (7% drop)
2024-12-23,DHPL,BUY,292,319.4,-93264.79999999999,0.0,Trend Entry
2024-12-26,JOSHI,SELL,204,460.3,93901.2,1509.6000000000058,Trailing Stop (7% drop)
2024-12-31,DHPL,SELL,292,288.0,84096.0,-9168.799999999988,Trailing Stop (7% drop)
2025-01-02,KKHC,BUY,237,379.0,-89823.0,0.0,Trend Entry
2025-01-06,DHPL,BUY,300,306.0,-91800.0,0.0,Trend Entry
2025-01-09,HPPL,BUY,200,454.3,-90860.0,0.0,Trend Entry
2025-01-12,KKHC,SELL,237,378.1,89609.70000000001,-213.29999999998836,Trailing Stop (7% drop)
2025-01-15,KKHC,BUY,212,429.3,-91011.6,0.0,Trend Entry
2025-01-16,KKHC,SELL,212,390.0,82680.0,-8331.600000000006,Trailing Stop (7% drop)
2025-01-19,BARUN,BUY,198,448.9,-88882.2,0.0,Trend Entry
2025-01-21,EBL,BUY,133,599.9,-79786.7,0.0,Trend Entry
2025-01-28,HPPL,SELL,200,581.0,116200.0,25340.0,Take Profit (25% gain)
2025-01-28,AHPC,BUY,355,267.5,-94962.5,0.0,Trend Entry
2025-02-02,EDBL,BUY,32,680.0,-21760.0,0.0,Trend Entry
2025-02-20,BARUN,SELL,198,466.0,92268.0,3385.800000000003,Trailing Stop (7% drop)
2025-02-20,EDBL,SELL,32,779.0,24928.0,3168.0,Trailing Stop (7% drop)
2025-02-20,HPPL,BUY,160,619.0,-99040.0,0.0,Trend Entry
2025-02-23,MFIL,BUY,28,643.8,-18026.399999999998,0.0,Trend Entry
2025-03-03,DHPL,SELL,300,417.0,125100.0,33300.0,Take Profit (25% gain)
2025-03-03,CZBIL,BUY,468,226.0,-105768.0,0.0,Trend Entry
2025-03-04,AKJCL,BUY,87,222.9,-19392.3,0.0,Trend Entry
2025-03-09,AHPC,SELL,355,267.0,94785.0,-177.5,Trailing Stop (7% drop)
2025-03-09,KSBBL,BUY,206,460.0,-94760.0,0.0,Trend Entry
2025-03-11,HPPL,SELL,160,586.0,93760.0,-5280.0,Trailing Stop (7% drop)
2025-03-11,MFIL,SELL,28,625.0,17500.0,-526.3999999999978,Trailing Stop (7% drop)
2025-03-11,AKJCL,SELL,87,207.9,18087.3,-1305.0,Trailing Stop (7% drop)
2025-03-11,MLBL,BUY,227,446.4,-101332.79999999999,0.0,Trend Entry
2025-03-12,JBBL,BUY,76,367.9,-27960.399999999998,0.0,Trend Entry
2025-03-17,MLBL,SELL,227,420.0,95340.0,-5992.799999999988,Trailing Stop (7% drop)
2025-03-17,DHPL,BUY,234,408.0,-95472.0,0.0,Trend Entry
2025-03-19,CZBIL,SELL,468,209.2,97905.59999999999,-7862.400000000009,Trailing Stop (7% drop)
2025-03-20,HPPL,BUY,160,608.61,-97377.6,0.0,Trend Entry
2025-03-23,KSBBL,SELL,206,428.02,88172.12,-6587.880000000005,Trailing Stop (7% drop)
2025-03-23,JBBL,SELL,76,340.17,25852.920000000002,-2107.479999999996,Trailing Stop (7% drop)
2025-03-25,DHPL,SELL,234,382.75,89563.5,-5908.5,Trailing Stop (7% drop)
2025-03-27,BARUN,BUY,184,514.49,-94666.16,0.0,Trend Entry
2025-04-01,DHPL,BUY,236,403.08,-95126.87999999999,0.0,Trend Entry
2025-04-10,HPPL,SELL,160,600.78,96124.79999999999,-1252.8000000000175,Trailing Stop (7% drop)
2025-04-15,HPPL,BUY,154,625.56,-96336.23999999999,0.0,Trend Entry
2025-04-17,ADBL,BUY,48,291.96,-14014.079999999998,0.0,Trend Entry
2025-04-20,DHPL,SELL,236,379.15,89479.4,-5647.479999999996,Trailing Stop (7% drop)
2025-04-20,HPPL,SELL,154,618.91,95312.14,-1024.0999999999913,Trailing Stop (7% drop)
2025-04-21,AHPC,BUY,350,275.14,-96299.0,0.0,Trend Entry
2025-04-22,SANIMA,BUY,283,312.19,-88349.77,0.0,Trend Entry
2025-05-13,BARUN,SELL,184,530.74,97656.16,2990.0,Trailing Stop (7% drop)
2025-05-13,HURJA,BUY,362,264.26,-95662.12,0.0,Trend Entry
2025-05-14,AHPC,SELL,350,284.73,99655.5,3356.5,Trailing Stop (7% drop)
2025-05-14,KKHC,BUY,269,349.98,-94144.62000000001,0.0,Trend Entry
2025-05-15,KSBBL,BUY,17,448.56,-7625.52,0.0,Trend Entry
2025-06-04,HURJA,SELL,362,245.66,88928.92,-6733.199999999997,Trailing Stop (7% drop)
2025-06-09,AHPC,BUY,296,300.77,-89027.92,0.0,Trend Entry
2025-06-22,AHPC,SELL,296,285.44,84490.24,-4537.679999999993,Trailing Stop (7% drop)
2025-06-22,HPPL,BUY,151,559.08,-84421.08,0.0,Trend Entry
2025-06-25,HPPL,SELL,151,550.03,83054.53,-1366.550000000003,Trailing Stop (7% drop)
2025-07-03,KKHC,SELL,269,463.71,124737.98999999999,30593.36999999998,Take Profit (25% gain)
2025-07-06,PCBL,BUY,402,256.96,-103297.92,0.0,Trend Entry
2025-07-07,NMB,BUY,414,249.22,-103177.08,0.0,Trend Entry
2025-07-22,EBL,SELL,133,763.92,101601.36,21814.660000000003,Take Profit (25% gain)
2025-07-22,AHPC,BUY,337,304.98,-102778.26000000001,0.0,Trend Entry
2025-07-27,KSBBL,SELL,17,574.26,9762.42,2136.8999999999996,Take Profit (25% gain)
2025-07-29,LBBL,BUY,15,635.68,-9535.199999999999,0.0,Trend Entry
2025-08-03,PCBL,SELL,402,261.43,105094.86,1796.9400000000023,Trailing Stop (7% drop)
2025-08-03,NMB,SELL,414,257.61,106650.54000000001,3473.4600000000064,Trailing Stop (7% drop)
2025-08-03,AHPC,SELL,337,300.56,101288.72,-1489.5400000000081,Trailing Stop (7% drop)
2025-08-03,MFIL,BUY,157,704.44,-110597.08,0.0,Trend Entry
2025-08-05,LBBL,SELL,15,581.77,8726.55,-808.6499999999996,Trailing Stop (7% drop)
2025-08-07,ICFC,BUY,160,692.22,-110755.20000000001,0.0,Trend Entry
2025-08-13,EBL,BUY,141,715.14,-100834.74,0.0,Trend Entry
2025-08-18,MFIL,SELL,157,664.98,104401.86,-6195.220000000001,Trailing Stop (7% drop)
2025-09-08,EBL,SELL,141,711.56,100329.95999999999,-504.7800000000134,Trailing Stop (7% drop)
2025-09-18,ADBL,SELL,48,298.7,14337.599999999999,323.52000000000044,Trailing Stop (7% drop)
2025-09-18,SANIMA,SELL,283,348.9,98738.7,10388.929999999993,Trailing Stop (7% drop)
2025-09-18,ICFC,SELL,160,633.0,101280.0,-9475.200000000012,Trailing Stop (7% drop)
2025-10-29,HPPL,BUY,187,560.0,-104720.0,0.0,Trend Entry
2025-11-02,HPPL,SELL,187,518.9,97034.3,-7685.699999999997,Trailing Stop (7% drop)
2025-11-03,KKHC,BUY,408,251.9,-102775.2,0.0,Trend Entry
2025-11-04,JOSHI,BUY,323,320.0,-103360.0,0.0,Trend Entry
2025-11-05,LICN,BUY,118,866.0,-102188.0,0.0,Trend Entry
2025-11-06,BARUN,BUY,305,337.0,-102785.0,0.0,Trend Entry
2025-11-13,KKHC,SELL,408,238.0,97104.0,-5671.199999999997,Trailing Stop (7% drop)
2025-11-13,PCBL,BUY,394,247.3,-97436.20000000001,0.0,Trend Entry
2025-11-27,JOSHI,SELL,323,344.1,111144.3,7784.300000000003,Trailing Stop (7% drop)
2025-11-27,CIT,BUY,57,1883.9,-107382.3,0.0,Trend Entry
2025-12-03,BARUN,SELL,305,332.0,101260.0,-1525.0,Trailing Stop (7% drop)
2025-12-03,PROFL,BUY,217,474.5,-102966.5,0.0,Trend Entry
2025-12-22,PROFL,SELL,217,438.2,95089.4,-7877.100000000006,Trailing Stop (7% drop)
2025-12-22,MFIL,BUY,140,693.0,-97020.0,0.0,Trend Entry
2025-12-23,LICN,SELL,118,875.0,103250.0,1062.0,Trailing Stop (7% drop)
2025-12-23,NMB,BUY,396,254.9,-100940.40000000001,0.0,Trend Entry
2025-12-24,NMB,SELL,396,235.1,93099.59999999999,-7840.8000000000175,Trailing Stop (7% drop)
2025-12-24,NICA,BUY,297,321.0,-95337.0,0.0,Trend Entry
2026-01-05,PCBL,SELL,394,238.5,93969.0,-3467.2000000000116,Trailing Stop (7% drop)
2026-01-05,AKJCL,BUY,489,192.6,-94181.4,0.0,Trend Entry
2026-01-22,AKJCL,SELL,489,244.0,119316.0,25134.600000000006,Take Profit (25% gain)
2026-01-22,MLBL,BUY,286,382.8,-109480.8,0.0,Trend Entry
2026-01-25,JBBL,BUY,26,369.9,-9617.4,0.0,Trend Entry
