Date,Stock,Action,Qty,Price,Total_Amount,Cash_In_Hand,TMS_Khata_Value,Profit_Loss,Gain_Loss_Pct,Portfolio_Value,Reason
"Feb 23, 2023",KBL,SELL,322.0,181.2,58346.4,969395.39,191523.0,-4443.6,-7.08%,1160918.39,Trailing Stop (7% drop) - exactly 7.08% drop
"Jul 19, 2023",KBL,BUY,170.0,179.8,-30566.0,123.29,1291885.3,0.0,0.00%,1292008.59,Trend Entry (Str: 0.10)
"Jul 27, 2023",KBL,SELL,170.0,175.0,29750.0,672584.39,571707.0,-816.0,-2.67%,1244291.39,Trailing Stop (7% drop) - exactly 7.85% drop
"Oct 04, 2023",KBL,BUY,370.0,161.0,-59570.0,244584.29,948860.9,0.0,0.00%,1193445.19,Trend Entry (Str: 0.01)
"Dec 06, 2023",KBL,SELL,370.0,149.6,55352.0,794094.69,340105.5,-4218.0,-7.08%,1134200.19,Trailing Stop (7% drop) - exactly 7.08% drop
"Dec 24, 2023",KBL,BUY,364.0,162.0,-58968.0,43929.19,1138214.3,0.0,0.00%,1182143.49,Trend Entry (Str: 0.04)
"Feb 01, 2024",KBL,SELL,364.0,149.0,54236.0,612673.69,513915.4,-4732.0,-8.02%,1126589.09,Trailing Stop (7% drop) - exactly 8.59% drop
"May 19, 2024",KBL,BUY,376.0,138.8,-52188.8,13.69,1141042.3,0.0,0.00%,1141055.99,Trend Entry (Str: 0.03)
"May 30, 2024",KBL,SELL,376.0,143.0,53768.0,115183.99,1036850.7,1579.2,3.03%,1152034.69,Trailing Stop (7% drop) - exactly 7.14% drop
"Jun 12, 2024",KBL,BUY,406.0,142.0,-57652.0,273310.79,879807.8,0.0,0.00%,1153118.59,Trend Entry (Str: 0.02)
"Aug 06, 2024",KBL,SELL,406.0,203.5,82621.0,634158.89,870878.0,24969.0,43.31%,1505036.89,Trailing Stop (7% drop) - exactly 8.33% drop
"Aug 12, 2024",KBL,BUY,320.0,222.0,-71040.0,64.89,1593830.8,0.0,0.00%,1593895.69,Trend Entry (Str: 0.23)
"Aug 27, 2024",KBL,SELL,320.0,229.9,73568.0,974322.99,665636.2,2528.0,3.56%,1639959.19,Trailing Stop (7% drop) - exactly 11.24% drop
"Oct 15, 2024",KBL,BUY,342.0,231.5,-79173.0,873237.49,711436.3,0.0,0.00%,1584673.79,Trend Entry (Str: 0.05)
"Oct 27, 2024",KBL,SELL,342.0,228.0,77976.0,523161.39,1006120.0,-1197.0,-1.51%,1529281.39,Trailing Stop (7% drop) - exactly 7.32% drop
"Nov 10, 2024",KBL,BUY,349.0,231.5,-80793.5,129345.89,1490309.0,0.0,0.00%,1619654.89,Trend Entry (Str: 0.03)
"Nov 24, 2024",KBL,SELL,349.0,218.0,76082.0,993720.09,660830.6,-4711.5,-5.83%,1654550.69,Trailing Stop (7% drop) - exactly 7.16% drop
"Apr 17, 2025",KBL,BUY,387.0,211.03,-81668.61,1143721.71,490341.49,0.0,0.00%,1634063.2,Trend Entry (Str: 0.01)
"May 04, 2025",KBL,SELL,387.0,195.39,75615.93,1047758.94,570972.39,-6052.68,-7.41%,1618731.33,Trailing Stop (7% drop) - exactly 7.41% drop
"May 26, 2025",KBL,BUY,372.0,216.21,-80430.12,633516.61,976727.89,0.0,0.00%,1610244.5,Trend Entry (Str: 0.07)
"Jun 11, 2025",KBL,SELL,372.0,205.54,76460.88,226119.83,1346883.29,-3969.24,-4.94%,1573003.12,Trailing Stop (7% drop) - exactly 7.44% drop
"Jan 24, 2016",LICN,SELL,21.0,3500.0,73500.0,335535.0,258954.0,63399.0,627.65%,594489.0,Take Profit (100% up) - exactly 627.65% up
"Mar 14, 2017",LICN,BUY,17.0,2135.0,-36295.0,420801.0,311533.0,0.0,0.00%,732334.0,Trend Entry (Str: 0.02)
"May 21, 2017",LICN,SELL,17.0,2250.0,38250.0,425807.0,338290.0,1955.0,5.39%,764097.0,Trailing Stop (7% drop) - exactly 23.99% drop
"Jul 16, 2017",LICN,BUY,17.0,2149.0,-36533.0,507358.0,246516.0,0.0,0.00%,753874.0,Trend Entry (Str: 0.04)
"Aug 20, 2017",LICN,SELL,17.0,2300.0,39100.0,217475.0,525934.0,2567.0,7.03%,743409.0,Trailing Stop (7% drop) - exactly 7.63% drop
"Dec 06, 2017",LICN,BUY,16.0,2085.0,-33360.0,360955.0,322609.0,0.0,0.00%,683564.0,Trend Entry (Str: 0.03)
"Dec 27, 2017",LICN,SELL,16.0,1917.0,30672.0,376064.0,273810.0,-2688.0,-8.06%,649874.0,Trailing Stop (7% drop) - exactly 8.06% drop
"Apr 18, 2018",LICN,BUY,18.0,1775.0,-31950.0,24282.0,629373.0,0.0,0.00%,653655.0,Trend Entry (Str: 0.10)
"Apr 26, 2018",LICN,SELL,18.0,1690.0,30420.0,284506.0,359335.0,-1530.0,-4.79%,643841.0,Trailing Stop (7% drop) - exactly 7.40% drop
"May 08, 2018",LICN,BUY,18.0,1752.0,-31536.0,441935.0,194458.0,0.0,0.00%,636393.0,Trend Entry (Str: 0.06)
"Jun 10, 2018",LICN,SELL,18.0,1632.0,29376.0,519288.0,97746.0,-2160.0,-6.85%,617034.0,Trailing Stop (7% drop) - exactly 7.95% drop
"Jul 29, 2018",LICN,BUY,19.0,1590.0,-30210.0,356955.0,253667.0,0.0,0.00%,610622.0,Trend Entry (Str: 0.01)
"Oct 10, 2018",LICN,SELL,19.0,1505.0,28595.0,370684.0,247358.0,-1615.0,-5.35%,618042.0,Trailing Stop (7% drop) - exactly 7.67% drop
"Nov 01, 2018",LICN,BUY,19.0,1580.0,-30020.0,200630.0,411063.0,0.0,0.00%,611693.0,Trend Entry (Str: 0.01)
"Dec 02, 2018",LICN,SELL,19.0,1455.0,27645.0,439667.0,158135.0,-2375.0,-7.91%,597802.0,Trailing Stop (7% drop) - exactly 7.91% drop
"Dec 19, 2018",LICN,BUY,19.0,1551.0,-29469.0,408975.0,190352.0,0.0,0.00%,599327.0,Trend Entry (Str: 0.04)
"Feb 07, 2019",LICN,SELL,19.0,1670.0,31730.0,276599.0,299092.0,2261.0,7.67%,575691.0,Trailing Stop (7% drop) - exactly 7.12% drop
"Apr 24, 2019",LICN,BUY,17.0,1619.0,-27523.0,147.0,641045.0,0.0,0.00%,641192.0,Trend Entry (Str: 0.06)
"Jun 02, 2019",LICN,SELL,17.0,1769.0,30073.0,30091.0,607449.0,2550.0,9.26%,637540.0,Trailing Stop (7% drop) - exactly 8.63% drop
"Dec 12, 2019",LICN,BUY,28.0,1060.0,-29680.0,155070.0,440404.0,0.0,0.00%,595474.0,Trend Entry (Str: 0.09)
"Mar 02, 2020",LICN,SELL,28.0,1520.0,42560.0,122203.0,590217.0,12880.0,43.40%,712420.0,Trailing Stop (7% drop) - exactly 12.64% drop
"Jul 19, 2020",LICN,BUY,24.0,1419.0,-34056.0,439058.0,264694.0,0.0,0.00%,703752.0,Trend Entry (Str: 0.07)
"Dec 20, 2020",LICN,SELL,24.0,1860.0,44640.0,95515.0,750091.0,10584.0,31.08%,845606.0,Trailing Stop (7% drop) - exactly 11.00% drop
"Dec 31, 2020",LICN,BUY,22.0,1927.0,-42394.0,375487.0,487969.0,0.0,0.00%,863456.0,Trend Entry (Str: 0.02)
"Feb 21, 2021",LICN,SELL,22.0,2426.0,53372.0,53770.0,1020363.0,10978.0,25.90%,1074133.0,Trailing Stop (7% drop) - exactly 12.17% drop
"Apr 05, 2021",LICN,BUY,21.0,2323.0,-48783.0,492794.0,506374.0,0.0,0.00%,999168.0,Trend Entry (Str: 0.02)
"Apr 25, 2021",LICN,SELL,21.0,2164.0,45444.0,356863.0,637219.0,-3339.0,-6.84%,994082.0,Trailing Stop (7% drop) - exactly 9.61% drop
"May 13, 2021",LICN,BUY,21.0,2330.0,-48930.0,246284.0,770426.0,0.0,0.00%,1016710.0,Trend Entry (Str: 0.02)
"Jun 21, 2021",LICN,SELL,21.0,2390.0,50190.0,525191.0,934760.0,1260.0,2.58%,1459951.0,Trailing Stop (7% drop) - exactly 9.13% drop
"Oct 28, 2021",LICN,BUY,38.0,2070.0,-78660.0,1349469.1,244062.0,0.0,0.00%,1593531.1,Trend Entry (Str: 0.06)
"Nov 28, 2021",LICN,SELL,38.0,1921.1,73001.8,625437.6,868170.0,-5658.2,-7.19%,1493607.6,Trailing Stop (7% drop) - exactly 9.60% drop
"Jan 03, 2022",LICN,BUY,37.0,1963.0,-72631.0,1008839.4,450531.0,0.0,0.00%,1459370.4,Trend Entry (Str: 0.03)
"Feb 07, 2022",LICN,SELL,37.0,2005.0,74185.0,257869.8,1126706.5,1554.0,2.14%,1384576.3,Trailing Stop (7% drop) - exactly 16.42% drop
"Mar 24, 2022",LICN,BUY,31.0,2101.2,-65137.2,1126559.8,202090.3,0.0,0.00%,1328650.1,Trend Entry (Str: 0.06)
"Apr 05, 2022",LICN,SELL,31.0,1951.0,60481.0,1237437.8,72693.0,-4656.2,-7.15%,1310130.8,Trailing Stop (7% drop) - exactly 8.70% drop
"Jul 01, 2022",LICN,BUY,44.0,1469.0,-64636.0,1096093.3,202030.0,0.0,0.00%,1298123.3,Trend Entry (Str: 0.14)
"Jul 11, 2022",LICN,SELL,44.0,1415.0,62260.0,190294.2,1019287.12,-2376.0,-3.68%,1209581.32,Trailing Stop (7% drop) - exactly 8.70% drop
"Jul 18, 2022",LICN,BUY,41.0,1457.9,-59773.9,170194.7,1048075.42,0.0,0.00%,1218270.12,Trend Entry (Str: 0.09)
"Aug 09, 2022",LICN,SELL,41.0,1436.0,58876.0,738836.99,570512.0,-897.9,-1.50%,1309348.99,Trailing Stop (7% drop) - exactly 7.06% drop
"Nov 09, 2022",LICN,BUY,45.0,1342.0,-60390.0,118567.89,1101660.7,0.0,0.00%,1220228.59,Trend Entry (Str: 0.06)
"Dec 15, 2022",LICN,SELL,45.0,1386.1,62374.5,813195.19,357280.5,1984.5,3.29%,1170475.69,Trailing Stop (7% drop) - exactly 7.53% drop
"Dec 26, 2022",LICN,BUY,41.0,1410.1,-57814.1,865087.09,310376.1,0.0,0.00%,1175463.19,Trend Entry (Str: 0.03)
"Jan 19, 2023",LICN,SELL,41.0,1530.0,62730.0,62904.89,1219453.5,4915.9,8.50%,1282358.39,Trailing Stop (7% drop) - exactly 7.20% drop
"May 23, 2023",LICN,BUY,42.0,1373.0,-57666.0,462035.89,704844.9,0.0,0.00%,1166880.79,Trend Entry (Str: 0.06)
"May 31, 2023",LICN,SELL,42.0,1272.0,53424.0,334152.69,784623.8,-4242.0,-7.36%,1118776.49,Trailing Stop (7% drop) - exactly 7.48% drop
"Jun 04, 2023",LICN,BUY,42.0,1341.9,-56359.8,220768.89,920200.1,0.0,0.00%,1140968.99,Trend Entry (Str: 0.04)
"Jul 05, 2023",LICN,SELL,42.0,1580.0,66360.0,409020.19,816033.3,10000.2,17.74%,1225053.49,Trailing Stop (7% drop) - exactly 9.32% drop
"Jul 17, 2023",LICN,BUY,39.0,1599.0,-62361.0,159163.09,1119273.7,0.0,0.00%,1278436.79,Trend Entry (Str: 0.03)
"Jul 31, 2023",LICN,SELL,39.0,1470.0,57330.0,857476.79,382966.0,-5031.0,-8.07%,1240442.79,Trailing Stop (7% drop) - exactly 8.07% drop
"Nov 28, 2023",LICN,BUY,40.0,1410.0,-56400.0,742813.69,403213.0,0.0,0.00%,1146026.69,Trend Entry (Str: 0.05)
"Jan 04, 2024",LICN,SELL,40.0,1400.0,56000.0,634841.09,514234.9,-400.0,-0.71%,1149075.99,Trailing Stop (7% drop) - exactly 7.22% drop
"Mar 18, 2024",LICN,BUY,40.0,1376.0,-55040.0,275876.89,831868.2,0.0,0.00%,1107745.09,Trend Entry (Str: 0.01)
"May 05, 2024",LICN,SELL,40.0,1257.0,50280.0,502302.19,603016.2,-4760.0,-8.65%,1105318.39,Trailing Stop (7% drop) - exactly 8.65% drop
"May 30, 2024",LICN,BUY,39.0,1364.0,-53196.0,1152.29,1150882.4,0.0,0.00%,1152034.69,Trend Entry (Str: 0.03)
"Sep 01, 2024",LICN,SELL,39.0,2249.9,87746.1,1371951.09,255373.6,34550.1,64.95%,1627324.69,Trailing Stop (7% drop) - exactly 7.94% drop
"Dec 08, 2024",LICN,BUY,59.0,1399.5,-82570.5,1041556.09,627776.5,0.0,0.00%,1669332.59,Trend Entry (Str: 0.02)
"Dec 12, 2024",LICN,SELL,59.0,1229.0,72511.0,1188257.79,475340.3,-10059.5,-12.18%,1663598.09,Trailing Stop (7% drop) - exactly 12.18% drop
"Feb 13, 2025",LICN,BUY,74.0,1115.1,-82517.4,726665.59,925525.7,0.0,0.00%,1652191.29,Trend Entry (Str: 0.01)
"Mar 06, 2025",LICN,SELL,74.0,1180.0,87320.0,87390.49,1621847.7,4802.6,5.82%,1709238.19,Trailing Stop (7% drop) - exactly 11.94% drop
"Nov 05, 2025",LICN,BUY,91.0,866.0,-78806.0,1272700.44,313939.6,0.0,0.00%,1586640.04,Trend Entry (Str: 0.04)
"Dec 23, 2025",LICN,SELL,91.0,875.0,79625.0,492020.54,1086556.0,819.0,1.04%,1578576.54,Trailing Stop (7% drop) - exactly 7.89% drop
"Apr 14, 2016",MBL,SELL,41.0,540.0,22140.0,313719.0,357441.0,17343.0,361.54%,671160.0,Take Profit (100% up) - exactly 361.54% up
"Jul 19, 2016",MBL,BUY,45.0,892.0,-40140.0,7844.0,810033.0,0.0,0.00%,817877.0,Trend Entry (Str: 0.47)
"Aug 08, 2016",MBL,SELL,45.0,800.0,36000.0,707477.0,103883.0,-4140.0,-10.31%,811360.0,Trailing Stop (7% drop) - exactly 11.60% drop
"Sep 05, 2016",MBL,BUY,44.0,914.0,-40216.0,368015.0,439112.0,0.0,0.00%,807127.0,Trend Entry (Str: 0.07)
"Sep 21, 2016",MBL,SELL,44.0,840.0,36960.0,345840.0,422966.0,-3256.0,-8.10%,768806.0,Trailing Stop (7% drop) - exactly 8.10% drop
"Mar 05, 2017",MBL,BUY,99.0,368.0,-36432.0,602873.0,131943.0,0.0,0.00%,734816.0,Trend Entry (Str: 0.01)
"Apr 09, 2017",MBL,SELL,99.0,420.0,41580.0,41932.0,777476.0,5148.0,14.13%,819408.0,Trailing Stop (7% drop) - exactly 8.70% drop
"Apr 13, 2017",MBL,BUY,95.0,447.0,-42465.0,20627.0,835669.0,0.0,0.00%,856296.0,Trend Entry (Str: 0.13)
"Apr 18, 2017",MBL,SELL,95.0,412.0,39140.0,376570.0,429061.0,-3325.0,-7.83%,805631.0,Trailing Stop (7% drop) - exactly 7.83% drop
"Apr 23, 2017",MBL,BUY,95.0,436.0,-41420.0,46481.0,788102.0,0.0,0.00%,834583.0,Trend Entry (Str: 0.07)
"May 30, 2017",MBL,SELL,95.0,372.0,35340.0,696568.0,60581.0,-6080.0,-14.68%,757149.0,Trailing Stop (7% drop) - exactly 14.68% drop
"Jul 19, 2017",MBL,BUY,102.0,372.0,-37944.0,167173.0,596187.0,0.0,0.00%,763360.0,Trend Entry (Str: 0.03)
"Aug 09, 2017",MBL,SELL,102.0,345.0,35190.0,35261.0,725280.0,-2754.0,-7.26%,760541.0,Trailing Stop (7% drop) - exactly 7.26% drop
"Apr 16, 2018",MBL,BUY,137.0,230.0,-31510.0,405256.0,228412.0,0.0,0.00%,633668.0,Trend Entry (Str: 0.01)
"Apr 29, 2018",MBL,SELL,137.0,239.0,32743.0,317249.0,323170.0,1233.0,3.91%,640419.0,Trailing Stop (7% drop) - exactly 9.47% drop
"Sep 06, 2018",MBL,BUY,143.0,218.0,-31174.0,16191.0,611185.0,0.0,0.00%,627376.0,Trend Entry (Str: 0.06)
"Oct 01, 2018",MBL,SELL,143.0,225.0,32175.0,94242.0,543152.0,1001.0,3.21%,637394.0,Trailing Stop (7% drop) - exactly 7.02% drop
"Dec 23, 2018",MBL,BUY,141.0,214.0,-30174.0,229144.0,374460.0,0.0,0.00%,603604.0,Trend Entry (Str: 0.01)
"Jul 08, 2019",MBL,SELL,141.0,257.0,36237.0,294473.0,325494.0,6063.0,20.09%,619967.0,Trailing Stop (7% drop) - exactly 7.55% drop
"Jul 23, 2019",MBL,BUY,115.0,273.0,-31395.0,44694.0,584488.0,0.0,0.00%,629182.0,Trend Entry (Str: 0.03)
"Aug 14, 2019",MBL,SELL,115.0,255.0,29325.0,242650.0,360282.0,-2070.0,-6.59%,602932.0,Trailing Stop (7% drop) - exactly 7.61% drop
"Jan 07, 2020",MBL,BUY,123.0,230.0,-28290.0,134455.0,433712.0,0.0,0.00%,568167.0,Trend Entry (Str: 0.05)
"Mar 02, 2020",MBL,SELL,123.0,250.0,30750.0,234953.0,477467.0,2460.0,8.70%,712420.0,Trailing Stop (7% drop) - exactly 11.66% drop
"Jul 21, 2020",MBL,BUY,139.0,248.0,-34472.0,235889.0,457657.0,0.0,0.00%,693546.0,Trend Entry (Str: 0.09)
"Aug 02, 2020",MBL,SELL,139.0,227.0,31553.0,163634.0,497235.0,-2919.0,-8.47%,660869.0,Trailing Stop (7% drop) - exactly 8.47% drop
"Aug 10, 2020",MBL,BUY,139.0,235.0,-32665.0,153259.0,503147.0,0.0,0.00%,656406.0,Trend Entry (Str: 0.03)
"Oct 08, 2020",MBL,SELL,139.0,232.0,32248.0,32262.0,774900.0,-417.0,-1.28%,807162.0,Trailing Stop (7% drop) - exactly 7.20% drop
"Nov 26, 2020",MBL,BUY,181.0,242.0,-43802.0,528.0,878943.0,0.0,0.00%,879471.0,Trend Entry (Str: 0.05)
"Dec 06, 2020",MBL,SELL,181.0,241.0,43621.0,379091.0,492990.0,-181.0,-0.41%,872081.0,Trailing Stop (7% drop) - exactly 9.40% drop
"Dec 14, 2020",MBL,BUY,176.0,251.0,-44176.0,94345.0,793569.0,0.0,0.00%,887914.0,Trend Entry (Str: 0.05)
"Jan 28, 2021",MBL,SELL,176.0,276.0,48576.0,107602.0,868903.0,4400.0,9.96%,976505.0,Trailing Stop (7% drop) - exactly 8.91% drop
"Feb 04, 2021",MBL,BUY,169.0,287.0,-48503.0,320121.0,653520.0,0.0,0.00%,973641.0,Trend Entry (Str: 0.05)
"Feb 25, 2021",MBL,SELL,169.0,311.0,52559.0,252076.0,778349.0,4056.0,8.36%,1030425.0,Trailing Stop (7% drop) - exactly 7.44% drop
"Apr 06, 2021",MBL,BUY,161.0,311.0,-50071.0,93042.0,913403.0,0.0,0.00%,1006445.0,Trend Entry (Str: 0.02)
"Apr 25, 2021",MBL,SELL,161.0,299.0,48139.0,598944.0,395138.0,-1932.0,-3.86%,994082.0,Trailing Stop (7% drop) - exactly 8.00% drop
"May 18, 2021",MBL,BUY,169.0,323.0,-54587.0,36821.0,1056306.0,0.0,0.00%,1093127.0,Trend Entry (Str: 0.04)
"Jun 21, 2021",MBL,SELL,169.0,380.0,64220.0,589411.0,870540.0,9633.0,17.65%,1459951.0,Trailing Stop (7% drop) - exactly 7.54% drop
"Aug 16, 2021",MBL,BUY,153.0,436.0,-66708.0,98.3,1739201.6,0.0,0.00%,1739299.9,Trend Entry (Str: 0.06)
"Aug 31, 2021",MBL,SELL,153.0,395.0,60435.0,418840.8,1343168.7,-6273.0,-9.40%,1762009.5,Trailing Stop (7% drop) - exactly 9.40% drop
"Dec 28, 2021",MBL,BUY,228.0,319.0,-72732.0,1238969.2,216805.7,0.0,0.00%,1455774.9,Trend Entry (Str: 0.04)
"Feb 06, 2022",MBL,SELL,228.0,320.1,72982.8,183684.8,1219636.9,250.8,0.34%,1403321.7,Trailing Stop (7% drop) - exactly 7.49% drop
"Jul 19, 2022",MBL,BUY,194.0,246.2,-47762.8,189.0,1238745.48,0.0,0.00%,1238934.48,Trend Entry (Str: 0.04)
"Aug 09, 2022",MBL,SELL,194.0,238.5,46269.0,785105.99,524243.0,-1493.8,-3.13%,1309348.99,Trailing Stop (7% drop) - exactly 8.48% drop
"Oct 17, 2022",MBL,BUY,278.0,223.0,-61994.0,990584.89,250619.0,0.0,0.00%,1241203.89,Trend Entry (Str: 0.01)
"Dec 12, 2022",MBL,SELL,278.0,214.0,59492.0,692450.69,485368.0,-2502.0,-4.04%,1177818.69,Trailing Stop (7% drop) - exactly 7.76% drop
"Jan 03, 2023",MBL,BUY,256.0,235.0,-60160.0,83921.69,1119467.6,0.0,0.00%,1203389.29,Trend Entry (Str: 0.07)
"Feb 01, 2023",MBL,SELL,256.0,234.1,59929.6,644959.69,563120.2,-230.4,-0.38%,1208079.89,Trailing Stop (7% drop) - exactly 7.83% drop
"Feb 06, 2023",MBL,BUY,249.0,243.0,-60507.0,701649.39,509279.4,0.0,0.00%,1210928.79,Trend Entry (Str: 0.03)
"Feb 16, 2023",MBL,SELL,249.0,232.0,57768.0,386492.99,779735.6,-2739.0,-4.53%,1166228.59,Trailing Stop (7% drop) - exactly 7.01% drop
"Apr 19, 2023",MBL,BUY,254.0,227.1,-57683.4,808087.79,348190.6,0.0,0.00%,1156278.39,Trend Entry (Str: 0.01)
"Jul 05, 2023",MBL,SELL,254.0,225.9,57378.6,288710.19,936343.3,-304.8,-0.53%,1225053.49,Trailing Stop (7% drop) - exactly 8.17% drop
"Jul 27, 2023",MBL,BUY,247.0,251.2,-62046.4,610537.99,633753.4,0.0,0.00%,1244291.39,Trend Entry (Str: 0.05)
"Sep 10, 2023",MBL,SELL,247.0,259.2,64022.4,901034.69,318122.7,1976.0,3.18%,1219157.39,Trailing Stop (7% drop) - exactly 7.20% drop
"Dec 24, 2023",MBL,BUY,215.0,203.9,-43838.5,90.69,1182052.8,0.0,0.00%,1182143.49,Trend Entry (Str: 0.04)
"Jan 24, 2024",MBL,SELL,215.0,192.0,41280.0,508728.89,649772.9,-2558.5,-5.84%,1158501.79,Trailing Stop (7% drop) - exactly 7.91% drop
"Mar 14, 2024",MBL,BUY,295.0,187.0,-55165.0,772466.29,333356.7,0.0,0.00%,1105822.99,Trend Entry (Str: 0.03)
"Apr 01, 2024",MBL,SELL,295.0,173.9,51300.5,102759.59,964689.7,-3864.5,-7.01%,1067449.29,Trailing Stop (7% drop) - exactly 7.01% drop
"Jun 11, 2024",MBL,BUY,324.0,176.0,-57024.0,388439.79,755423.3,0.0,0.00%,1143863.09,Trend Entry (Str: 0.02)
"Jun 26, 2024",MBL,SELL,324.0,165.5,53622.0,53944.39,1089645.0,-3402.0,-5.97%,1143589.39,Trailing Stop (7% drop) - exactly 7.28% drop
"Jul 09, 2024",MBL,BUY,333.0,184.0,-61272.0,48992.79,1179322.2,0.0,0.00%,1228314.99,Trend Entry (Str: 0.06)
"Aug 06, 2024",MBL,SELL,333.0,231.0,76923.0,1000582.39,504454.5,15651.0,25.54%,1505036.89,Trailing Stop (7% drop) - exactly 12.13% drop
"Aug 18, 2024",MBL,BUY,292.0,281.0,-82052.0,277.29,1691240.9,0.0,0.00%,1691518.19,Trend Entry (Str: 0.22)
"Aug 27, 2024",MBL,SELL,292.0,264.0,77088.0,1127262.99,512696.2,-4964.0,-6.05%,1639959.19,Trailing Stop (7% drop) - exactly 7.76% drop
"Oct 15, 2024",MBL,BUY,306.0,258.2,-79009.2,794228.29,790445.5,0.0,0.00%,1584673.79,Trend Entry (Str: 0.05)
"Oct 27, 2024",MBL,SELL,306.0,247.5,75735.0,598896.39,930385.0,-3274.2,-4.14%,1529281.39,Trailing Stop (7% drop) - exactly 7.58% drop
"Nov 10, 2024",MBL,BUY,314.0,257.3,-80792.2,210139.39,1409515.5,0.0,0.00%,1619654.89,Trend Entry (Str: 0.03)
"Nov 19, 2024",MBL,SELL,314.0,268.0,84152.0,342879.09,1333568.7,3359.8,4.16%,1676447.79,Trailing Stop (7% drop) - exactly 7.59% drop
"Feb 13, 2025",MBL,BUY,359.0,229.9,-82534.1,644131.49,1008059.8,0.0,0.00%,1652191.29,Trend Entry (Str: 0.00)
"Mar 11, 2025",MBL,SELL,359.0,229.7,82462.3,483097.49,1184927.8,-71.8,-0.09%,1668025.29,Trailing Stop (7% drop) - exactly 7.00% drop
"May 27, 2025",MBL,BUY,352.0,228.27,-80351.04,472724.13,1138343.12,0.0,0.00%,1611067.25,Trend Entry (Str: 0.04)
"Jun 05, 2025",MBL,SELL,352.0,217.46,76545.92,76751.86,1498316.66,-3805.12,-4.74%,1575068.52,Trailing Stop (7% drop) - exactly 7.39% drop
"Jul 07, 2025",MBL,BUY,342.0,225.79,-77220.18,266758.02,1279050.68,0.0,0.00%,1545808.7,Trend Entry (Str: 0.02)
"Aug 24, 2025",MBL,SELL,342.0,245.99,84128.58,1259772.72,347660.63,6908.4,8.95%,1607433.35,Trailing Stop (7% drop) - exactly 7.30% drop
"Nov 26, 2025",MBL,BUY,363.0,220.4,-80005.2,476602.84,1124844.7,0.0,0.00%,1601447.54,Trend Entry (Str: 0.04)
"May 30, 2016",MEGA,SELL,31.0,433.0,13423.0,132687.0,595757.0,7843.0,140.56%,728444.0,Take Profit (100% up) - exactly 140.56% up
"Jun 05, 2016",MEGA,BUY,72.0,487.0,-35064.0,282375.0,427940.0,0.0,0.00%,710315.0,Trend Entry (Str: 0.23)
"Jul 25, 2016",MEGA,SELL,72.0,518.0,37296.0,103940.0,741579.0,2232.0,6.37%,845519.0,Trailing Stop (7% drop) - exactly 16.45% drop
"Sep 07, 2016",MEGA,BUY,75.0,532.0,-39900.0,168955.0,631608.0,0.0,0.00%,800563.0,Trend Entry (Str: 0.06)
"Sep 25, 2016",MEGA,SELL,75.0,491.0,36825.0,522207.0,230126.0,-3075.0,-7.71%,752333.0,Trailing Stop (7% drop) - exactly 7.71% drop
"Sep 29, 2016",MEGA,BUY,74.0,505.0,-37370.0,572845.0,177014.0,0.0,0.00%,749859.0,Trend Entry (Str: 0.00)
"Nov 09, 2016",MEGA,SELL,74.0,488.0,36112.0,583773.0,183698.0,-1258.0,-3.37%,767471.0,Trailing Stop (7% drop) - exactly 8.61% drop
"Dec 07, 2016",MEGA,BUY,73.0,517.0,-37741.0,696161.0,58947.0,0.0,0.00%,755108.0,Trend Entry (Str: 0.05)
"Dec 26, 2016",MEGA,SELL,73.0,470.0,34310.0,730471.0,21206.0,-3431.0,-9.09%,751677.0,Trailing Stop (7% drop) - exactly 9.09% drop
"Aug 05, 2018",MEGA,BUY,184.0,164.0,-30176.0,233157.0,371578.0,0.0,0.00%,604735.0,Trend Entry (Str: 0.01)
"Oct 07, 2018",MEGA,SELL,184.0,192.0,35328.0,242005.0,377506.0,5152.0,17.07%,619511.0,Trailing Stop (7% drop) - exactly 7.25% drop
"Oct 11, 2018",MEGA,BUY,154.0,200.0,-30800.0,339884.0,279498.0,0.0,0.00%,619382.0,Trend Entry (Str: 0.06)
"Nov 12, 2018",MEGA,SELL,154.0,195.0,30030.0,325575.0,276355.0,-770.0,-2.50%,601930.0,Trailing Stop (7% drop) - exactly 7.14% drop
"Mar 17, 2019",MEGA,BUY,174.0,166.0,-28884.0,41762.0,537651.0,0.0,0.00%,579413.0,Trend Entry (Str: 0.03)
"Aug 13, 2019",MEGA,SELL,174.0,200.0,34800.0,184285.0,423459.0,5916.0,20.48%,607744.0,Trailing Stop (7% drop) - exactly 7.83% drop
"Oct 22, 2019",MEGA,BUY,148.0,198.0,-29304.0,307777.0,279132.0,0.0,0.00%,586909.0,Trend Entry (Str: 0.01)
"Nov 05, 2019",MEGA,SELL,148.0,187.0,27676.0,247888.0,333431.0,-1628.0,-5.56%,581319.0,Trailing Stop (7% drop) - exactly 7.43% drop
"Dec 15, 2019",MEGA,BUY,155.0,189.0,-29295.0,37287.0,551357.0,0.0,0.00%,588644.0,Trend Entry (Str: 0.02)
"Mar 02, 2020",MEGA,SELL,155.0,240.0,37200.0,159403.0,553017.0,7905.0,26.98%,712420.0,Trailing Stop (7% drop) - exactly 7.69% drop
"Jul 20, 2020",MEGA,BUY,143.0,244.0,-34892.0,444121.0,254978.0,0.0,0.00%,699099.0,Trend Entry (Str: 0.14)
