Date,Stock,Action,Qty,Price,Total_Amount,Cash_In_Hand,TMS_Khata_Value,Profit_Loss,Gain_Loss_Pct,Portfolio_Value,Reason
"Aug 24, 2021",CORBL,SELL,88.0,965.0,84920.0,290787.0,1469717.2,-968.0,-1.13%,1760504.2,Trailing Stop (7% drop) - exactly 10.12% drop
"Aug 29, 2021",CORBL,BUY,82.0,1080.0,-88560.0,452679.3,1339185.9,0.0,0.00%,1791865.2,Trend Entry (Str: 0.23)
"Sep 02, 2021",CORBL,SELL,82.0,996.0,81672.0,1052082.1,648754.3,-6888.0,-7.78%,1700836.4,Trailing Stop (7% drop) - exactly 11.86% drop
"Sep 15, 2021",CORBL,BUY,79.0,1040.0,-82160.0,1252892.1,401279.0,0.0,0.00%,1654171.1,Trend Entry (Str: 0.06)
"Sep 20, 2021",CORBL,SELL,79.0,872.0,68888.0,1612300.1,0.0,-13272.0,-16.15%,1612300.1,Trailing Stop (7% drop) - exactly 16.15% drop
"Nov 08, 2021",CORBL,BUY,96.0,840.0,-80640.0,151394.1,1464002.5,0.0,0.00%,1615396.6,Trend Entry (Str: 0.01)
"Nov 29, 2021",CORBL,SELL,96.0,862.0,82752.0,1216679.6,266211.8,2112.0,2.62%,1482891.4,Trailing Stop (7% drop) - exactly 7.14% drop
"Dec 05, 2021",CORBL,BUY,80.0,920.0,-73600.0,1247904.6,224939.0,0.0,0.00%,1472843.6,Trend Entry (Str: 0.08)
"Dec 12, 2021",CORBL,SELL,80.0,844.0,67520.0,1383904.6,76954.0,-6080.0,-8.26%,1460858.6,Trailing Stop (7% drop) - exactly 8.95% drop
"Dec 16, 2021",CORBL,BUY,81.0,891.4,-72203.4,1311701.2,148939.4,0.0,0.00%,1460640.6,Trend Entry (Str: 0.02)
"Jan 10, 2022",CORBL,SELL,81.0,500.2,40516.2,312795.8,1149033.4,-31687.2,-43.89%,1461829.2,Trailing Stop (7% drop) - exactly 49.32% drop
"Jul 08, 2022",CORBL,BUY,211.0,300.0,-63300.0,128034.2,1141692.8,0.0,0.00%,1269727.0,Trend Entry (Str: 0.04)
"Jul 12, 2022",CORBL,SELL,211.0,275.0,58025.0,952700.6,252733.9,-5275.0,-8.33%,1205434.5,Trailing Stop (7% drop) - exactly 8.33% drop
"Jul 17, 2022",CORBL,BUY,197.0,306.0,-60282.0,348984.6,859778.6,0.0,0.00%,1208763.2,Trend Entry (Str: 0.09)
"Aug 05, 2022",CORBL,SELL,197.0,329.5,64911.5,604375.99,716900.6,4629.5,7.68%,1321276.59,Trailing Stop (7% drop) - exactly 8.47% drop
"Aug 15, 2022",CORBL,BUY,197.0,327.0,-64419.0,572965.89,720018.2,0.0,0.00%,1292984.09,Trend Entry (Str: 0.01)
"Aug 26, 2022",CORBL,SELL,197.0,306.0,60282.0,624464.29,643440.5,-4137.0,-6.42%,1267904.79,Trailing Stop (7% drop) - exactly 7.55% drop
"Nov 07, 2022",CORBL,BUY,214.0,293.0,-62702.0,365767.89,889272.6,0.0,0.00%,1255040.49,Trend Entry (Str: 0.08)
"Nov 13, 2022",CORBL,SELL,214.0,266.0,56924.0,412828.79,785095.4,-5778.0,-9.22%,1197924.19,Trailing Stop (7% drop) - exactly 9.22% drop
"Nov 17, 2022",CORBL,BUY,209.0,290.0,-60610.0,346962.39,870222.1,0.0,0.00%,1217184.49,Trend Entry (Str: 0.07)
"Dec 06, 2022",CORBL,SELL,209.0,275.0,57475.0,235481.19,961780.4,-3135.0,-5.17%,1197261.59,Trailing Stop (7% drop) - exactly 7.35% drop
"Jan 02, 2023",CORBL,BUY,198.0,306.0,-60588.0,265168.09,948266.0,0.0,0.00%,1213434.09,Trend Entry (Str: 0.08)
"Jan 12, 2023",CORBL,SELL,198.0,317.0,62766.0,455687.19,810759.9,2178.0,3.59%,1266447.09,Trailing Stop (7% drop) - exactly 8.09% drop
"Jan 17, 2023",CORBL,BUY,188.0,339.0,-63732.0,12110.89,1266070.0,0.0,0.00%,1278180.89,Trend Entry (Str: 0.16)
"Jan 24, 2023",CORBL,SELL,188.0,319.0,59972.0,60246.49,1217942.2,-3760.0,-5.90%,1278188.69,Trailing Stop (7% drop) - exactly 7.46% drop
"Feb 07, 2023",CORBL,BUY,186.0,328.0,-61008.0,396515.39,827140.5,0.0,0.00%,1223655.89,Trend Entry (Str: 0.05)
"Feb 23, 2023",CORBL,SELL,186.0,320.5,59613.0,1029008.39,131910.0,-1395.0,-2.29%,1160918.39,Trailing Stop (7% drop) - exactly 7.10% drop
"May 30, 2023",CORBL,BUY,191.0,297.5,-56822.5,283361.19,854910.2,0.0,0.00%,1138271.39,Trend Entry (Str: 0.02)
"Jul 16, 2023",CORBL,SELL,191.0,350.0,66850.0,221524.09,1023647.4,10027.5,17.65%,1245171.49,Trailing Stop (7% drop) - exactly 7.16% drop
"Sep 25, 2023",CORBL,BUY,184.0,329.0,-60536.0,542505.89,671495.9,0.0,0.00%,1214001.79,Trend Entry (Str: 0.02)
"Nov 05, 2023",CORBL,SELL,184.0,309.0,56856.0,750005.69,398631.8,-3680.0,-6.08%,1148637.49,Trailing Stop (7% drop) - exactly 8.58% drop
"Dec 03, 2023",CORBL,BUY,173.0,327.0,-56571.0,738742.69,395238.0,0.0,0.00%,1133980.69,Trend Entry (Str: 0.02)
"Jan 22, 2024",CORBL,SELL,173.0,379.0,65567.0,183598.19,979645.0,8996.0,15.90%,1163243.19,Trailing Stop (7% drop) - exactly 7.33% drop
"Jan 30, 2024",CORBL,BUY,146.0,390.0,-56940.0,558308.09,588153.0,0.0,0.00%,1146461.09,Trend Entry (Str: 0.05)
"Feb 21, 2024",CORBL,SELL,146.0,416.1,60750.6,612732.69,507631.8,3810.6,6.69%,1120364.49,Trailing Stop (7% drop) - exactly 7.53% drop
"Feb 26, 2024",CORBL,BUY,130.0,428.5,-55705.0,667777.49,451518.3,0.0,0.00%,1119295.79,Trend Entry (Str: 0.06)
"May 05, 2024",CORBL,SELL,130.0,444.2,57746.0,452022.19,653296.2,2041.0,3.66%,1105318.39,Trailing Stop (7% drop) - exactly 8.64% drop
"May 09, 2024",CORBL,BUY,118.0,467.5,-55165.0,559171.49,552794.0,0.0,0.00%,1111965.49,Trend Entry (Str: 0.06)
"Aug 06, 2024",CORBL,SELL,118.0,639.0,75402.0,225780.19,1279256.7,20237.0,36.68%,1505036.89,Trailing Stop (7% drop) - exactly 7.70% drop
"Aug 11, 2024",CORBL,BUY,114.0,676.0,-77064.0,148419.89,1397894.5,0.0,0.00%,1546314.39,Trend Entry (Str: 0.09)
"Sep 11, 2024",CORBL,SELL,114.0,900.0,102600.0,1419754.99,183712.7,25536.0,33.14%,1603467.69,Trailing Stop (7% drop) - exactly 10.00% drop
"Oct 28, 2024",CORBL,BUY,85.0,908.8,-77248.0,372660.99,1187683.4,0.0,0.00%,1560344.39,Trend Entry (Str: 0.02)
"Dec 01, 2024",CORBL,SELL,85.0,1831.5,155677.5,733728.59,968192.9,78429.5,101.53%,1701921.49,Take Profit (100% up) - exactly 101.53% up
"Dec 05, 2024",CORBL,BUY,49.0,1699.3,-83265.7,649872.39,1040135.9,0.0,0.00%,1690008.29,Trend Entry (Str: 0.40)
"Dec 19, 2024",CORBL,SELL,49.0,1565.0,76685.0,1433773.79,203060.4,-6580.7,-7.90%,1636834.19,Trailing Stop (7% drop) - exactly 9.28% drop
"Jan 15, 2025",CORBL,BUY,46.0,1720.0,-79120.0,1455481.69,159712.2,0.0,0.00%,1615193.89,Trend Entry (Str: 0.06)
"Jan 21, 2025",CORBL,SELL,46.0,1598.0,73508.0,1448625.69,164804.6,-5612.0,-7.09%,1613430.29,Trailing Stop (7% drop) - exactly 7.09% drop
"Jan 26, 2025",CORBL,BUY,38.0,2124.5,-80731.0,1367894.69,247300.0,0.0,0.00%,1615194.69,Trend Entry (Str: 0.30)
"Feb 04, 2025",CORBL,SELL,38.0,2474.1,94015.8,1137059.49,502604.0,13284.8,16.46%,1639663.49,Trailing Stop (7% drop) - exactly 10.00% drop
"Apr 17, 2025",CORBL,BUY,35.0,2325.38,-81388.3,1225390.32,408672.88,0.0,0.00%,1634063.2,Trend Entry (Str: 0.23)
"Apr 22, 2025",CORBL,SELL,35.0,2471.9,86516.5,984757.32,646153.81,5128.2,6.30%,1630911.13,Trailing Stop (7% drop) - exactly 10.00% drop
"Apr 29, 2025",CORBL,BUY,34.0,2376.63,-80805.42,972143.01,646770.12,0.0,0.00%,1618913.13,Trend Entry (Str: 0.19)
"May 05, 2025",CORBL,SELL,34.0,2206.0,75004.0,1122762.94,487245.81,-5801.42,-7.18%,1610008.75,Trailing Stop (7% drop) - exactly 7.18% drop
"May 13, 2025",CORBL,BUY,35.0,2279.42,-79779.7,1042983.24,572784.43,0.0,0.00%,1615767.67,Trend Entry (Str: 0.09)
"May 18, 2025",CORBL,SELL,35.0,1917.6,67116.0,1275526.18,321571.04,-12663.7,-15.87%,1597097.22,Trailing Stop (7% drop) - exactly 16.60% drop
"Jun 03, 2025",CORBL,BUY,30.0,2649.81,-79494.3,69970.52,1523790.04,0.0,0.00%,1593760.56,Trend Entry (Str: 0.16)
"Jun 08, 2025",CORBL,SELL,30.0,2358.0,70740.0,227148.5,1335531.5,-8754.3,-11.01%,1562680.0,Trailing Stop (7% drop) - exactly 11.01% drop
"Jun 16, 2025",CORBL,BUY,30.0,2578.86,-77365.8,147518.56,1411727.84,0.0,0.00%,1559246.4,Trend Entry (Str: 0.12)
"Jun 22, 2025",CORBL,SELL,30.0,2140.67,64220.1,654857.28,860944.79,-13145.7,-16.99%,1515802.07,Trailing Stop (7% drop) - exactly 20.05% drop
"Jan 24, 2016",CZBIL,SELL,34.0,612.0,20808.0,188705.0,405784.0,15402.0,284.91%,594489.0,Take Profit (100% up) - exactly 284.91% up
"Jan 28, 2016",CZBIL,BUY,48.0,615.0,-29520.0,374219.0,219827.0,0.0,0.00%,594046.0,Trend Entry (Str: 0.04)
"Jun 06, 2016",CZBIL,SELL,48.0,590.0,28320.0,310695.0,394225.0,-1200.0,-4.07%,704920.0,Trailing Stop (7% drop) - exactly 29.59% drop
"Jul 11, 2016",CZBIL,BUY,51.0,671.0,-34221.0,552.0,779783.0,0.0,0.00%,780335.0,Trend Entry (Str: 0.04)
"Aug 04, 2016",CZBIL,SELL,51.0,713.0,36363.0,477192.0,345748.0,2142.0,6.26%,822940.0,Trailing Stop (7% drop) - exactly 7.52% drop
"Aug 10, 2016",CZBIL,BUY,55.0,730.0,-40150.0,624884.0,188297.0,0.0,0.00%,813181.0,Trend Entry (Str: 0.03)
"Sep 21, 2016",CZBIL,SELL,55.0,711.0,39105.0,239805.0,529001.0,-1045.0,-2.60%,768806.0,Trailing Stop (7% drop) - exactly 7.54% drop
"Apr 03, 2017",CZBIL,BUY,87.0,435.0,-37845.0,352.0,832637.0,0.0,0.00%,832989.0,Trend Entry (Str: 0.04)
"Apr 30, 2017",CZBIL,SELL,87.0,405.0,35235.0,119902.0,675790.0,-2610.0,-6.90%,795692.0,Trailing Stop (7% drop) - exactly 7.95% drop
"Jul 12, 2017",CZBIL,BUY,93.0,404.0,-37572.0,618821.0,135813.0,0.0,0.00%,754634.0,Trend Entry (Str: 0.04)
"Jul 27, 2017",CZBIL,SELL,93.0,380.0,35340.0,35477.0,716932.0,-2232.0,-5.94%,752409.0,Trailing Stop (7% drop) - exactly 7.77% drop
"Oct 23, 2017",CZBIL,BUY,115.0,311.0,-35765.0,383594.0,337380.0,0.0,0.00%,720974.0,Trend Entry (Str: 0.04)
"Dec 26, 2017",CZBIL,SELL,115.0,288.0,33120.0,156414.0,496787.0,-2645.0,-7.40%,653201.0,Trailing Stop (7% drop) - exactly 7.40% drop
"Apr 16, 2018",CZBIL,BUY,120.0,262.0,-31440.0,342388.0,291280.0,0.0,0.00%,633668.0,Trend Entry (Str: 0.01)
"Apr 26, 2018",CZBIL,SELL,120.0,270.0,32400.0,127964.0,515877.0,960.0,3.05%,643841.0,Trailing Stop (7% drop) - exactly 8.16% drop
"May 08, 2018",CZBIL,BUY,116.0,274.0,-31784.0,410151.0,226242.0,0.0,0.00%,636393.0,Trend Entry (Str: 0.03)
"Jun 04, 2018",CZBIL,SELL,116.0,250.0,29000.0,521022.0,101204.0,-2784.0,-8.76%,622226.0,Trailing Stop (7% drop) - exactly 8.76% drop
"Aug 15, 2018",CZBIL,BUY,127.0,240.0,-30480.0,200710.0,410884.0,0.0,0.00%,611594.0,Trend Entry (Str: 0.03)
"Oct 01, 2018",CZBIL,SELL,127.0,249.0,31623.0,62067.0,575327.0,1143.0,3.75%,637394.0,Trailing Stop (7% drop) - exactly 7.09% drop
"Mar 12, 2019",CZBIL,BUY,134.0,215.0,-28810.0,301343.0,277092.0,0.0,0.00%,578435.0,Trend Entry (Str: 0.05)
"Jun 16, 2019",CZBIL,SELL,134.0,220.0,29480.0,190390.0,427061.0,670.0,2.33%,617451.0,Trailing Stop (7% drop) - exactly 7.17% drop
"Jul 15, 2019",CZBIL,BUY,138.0,225.0,-31050.0,232467.0,392350.0,0.0,0.00%,624817.0,Trend Entry (Str: 0.01)
"Aug 21, 2019",CZBIL,SELL,138.0,215.0,29670.0,301408.0,303265.0,-1380.0,-4.44%,604673.0,Trailing Stop (7% drop) - exactly 7.33% drop
"Sep 11, 2019",CZBIL,BUY,134.0,222.0,-29748.0,365624.0,231838.0,0.0,0.00%,597462.0,Trend Entry (Str: 0.01)
"Sep 17, 2019",CZBIL,SELL,134.0,200.0,26800.0,399584.0,193606.0,-2948.0,-9.91%,593190.0,Trailing Stop (7% drop) - exactly 9.91% drop
"Dec 18, 2019",CZBIL,BUY,157.0,186.0,-29202.0,40009.0,544817.0,0.0,0.00%,584826.0,Trend Entry (Str: 0.01)
"Jan 22, 2020",CZBIL,SELL,157.0,197.0,30929.0,30939.0,592899.0,1727.0,5.91%,623838.0,Trailing Stop (7% drop) - exactly 7.51% drop
"Mar 02, 2020",CZBIL,BUY,167.0,213.0,-35571.0,439109.0,273311.0,0.0,0.00%,712420.0,Trend Entry (Str: 0.06)
"Mar 10, 2020",CZBIL,SELL,167.0,192.0,32064.0,585337.0,112725.0,-3507.0,-9.86%,698062.0,Trailing Stop (7% drop) - exactly 9.86% drop
"Jul 20, 2020",CZBIL,BUY,168.0,208.0,-34944.0,374623.0,324476.0,0.0,0.00%,699099.0,Trend Entry (Str: 0.09)
"Aug 18, 2020",CZBIL,SELL,168.0,193.0,32424.0,65613.0,578533.0,-2520.0,-7.21%,644146.0,Trailing Stop (7% drop) - exactly 7.21% drop
"Oct 19, 2020",CZBIL,BUY,179.0,220.0,-39380.0,194889.0,592784.0,0.0,0.00%,787673.0,Trend Entry (Str: 0.05)
"Dec 06, 2020",CZBIL,SELL,179.0,231.0,41349.0,255777.0,616304.0,1969.0,5.00%,872081.0,Trailing Stop (7% drop) - exactly 11.49% drop
"Jan 03, 2021",CZBIL,BUY,160.0,272.0,-43520.0,407760.0,467239.0,0.0,0.00%,874999.0,Trend Entry (Str: 0.12)
"Jan 28, 2021",CZBIL,SELL,160.0,284.0,45440.0,153042.0,823463.0,1920.0,4.41%,976505.0,Trailing Stop (7% drop) - exactly 7.49% drop
"Feb 03, 2021",CZBIL,BUY,166.0,291.0,-48306.0,368624.0,602615.0,0.0,0.00%,971239.0,Trend Entry (Str: 0.04)
"Feb 28, 2021",CZBIL,SELL,166.0,298.0,49468.0,544852.0,462137.0,1162.0,2.41%,1006989.0,Trailing Stop (7% drop) - exactly 9.42% drop
"Mar 07, 2021",CZBIL,BUY,162.0,307.0,-49734.0,601027.0,395267.0,0.0,0.00%,996294.0,Trend Entry (Str: 0.01)
"Apr 25, 2021",CZBIL,SELL,162.0,309.0,50058.0,102739.0,891343.0,324.0,0.65%,994082.0,Trailing Stop (7% drop) - exactly 7.21% drop
"May 02, 2021",CZBIL,BUY,157.0,313.0,-49141.0,544605.0,442866.0,0.0,0.00%,987471.0,Trend Entry (Str: 0.01)
"Jun 21, 2021",CZBIL,SELL,157.0,373.0,58561.0,417721.0,1042230.0,9420.0,19.17%,1459951.0,Trailing Stop (7% drop) - exactly 7.90% drop
"Jul 19, 2021",CZBIL,BUY,188.0,408.0,-76704.0,140313.8,1399399.0,0.0,0.00%,1539712.8,Trend Entry (Str: 0.06)
"Aug 08, 2021",CZBIL,SELL,188.0,410.0,77080.0,77535.8,1581674.5,376.0,0.49%,1659210.3,Trailing Stop (7% drop) - exactly 7.24% drop
"Aug 19, 2021",CZBIL,BUY,213.0,419.0,-89247.0,31345.3,1758727.7,0.0,0.00%,1790073.0,Trend Entry (Str: 0.02)
"Sep 09, 2021",CZBIL,SELL,213.0,389.3,82920.9,1431578.0,239004.0,-6326.1,-7.09%,1670582.0,Trailing Stop (7% drop) - exactly 7.09% drop
"Jan 04, 2022",CZBIL,BUY,243.0,302.0,-73386.0,935453.4,537235.1,0.0,0.00%,1472688.5,Trend Entry (Str: 0.10)
"Jan 25, 2022",CZBIL,SELL,243.0,294.2,71490.6,745547.7,705514.2,-1895.4,-2.58%,1451061.9,Trailing Stop (7% drop) - exactly 7.19% drop
"Feb 03, 2022",CZBIL,BUY,238.0,299.0,-71162.0,110702.0,1314267.1,0.0,0.00%,1424969.1,Trend Entry (Str: 0.01)
"Feb 13, 2022",CZBIL,SELL,238.0,277.2,65973.6,1063395.9,277980.0,-5188.4,-7.29%,1341375.9,Trailing Stop (7% drop) - exactly 7.29% drop
"Jan 02, 2023",CZBIL,BUY,312.0,194.2,-60590.4,144081.69,1069352.4,0.0,0.00%,1213434.09,Trend Entry (Str: 0.06)
"Jan 29, 2023",CZBIL,SELL,312.0,194.4,60652.8,122369.29,1134340.1,62.4,0.10%,1256709.39,Trailing Stop (7% drop) - exactly 7.87% drop
"May 30, 2023",CZBIL,BUY,325.0,174.7,-56777.5,226583.69,911687.7,0.0,0.00%,1138271.39,Trend Entry (Str: 0.00)
"Jul 05, 2023",CZBIL,SELL,325.0,166.0,53950.0,342660.19,882393.3,-2827.5,-4.98%,1225053.49,Trailing Stop (7% drop) - exactly 7.21% drop
"Jul 19, 2023",CZBIL,BUY,334.0,193.2,-64528.8,30689.29,1261319.3,0.0,0.00%,1292008.59,Trend Entry (Str: 0.12)
"Jul 25, 2023",CZBIL,SELL,334.0,186.4,62257.6,62380.89,1207710.9,-2271.2,-3.52%,1270091.79,Trailing Stop (7% drop) - exactly 7.26% drop
"Jul 31, 2023",CZBIL,BUY,323.0,192.0,-62016.0,795460.79,444982.0,0.0,0.00%,1240442.79,Trend Entry (Str: 0.08)
"Oct 03, 2023",CZBIL,SELL,323.0,178.4,57623.2,304154.29,881998.4,-4392.8,-7.08%,1186152.69,Trailing Stop (7% drop) - exactly 7.28% drop
"Dec 21, 2023",CZBIL,BUY,314.0,184.0,-57776.0,96.19,1201062.2,0.0,0.00%,1201158.39,Trend Entry (Str: 0.09)
"Jan 07, 2024",CZBIL,SELL,314.0,168.6,52940.4,636334.59,509653.1,-4835.6,-8.37%,1145987.69,Trailing Stop (7% drop) - exactly 8.37% drop
"May 16, 2024",CZBIL,BUY,354.0,158.0,-55932.0,165815.49,955363.2,0.0,0.00%,1121178.69,Trend Entry (Str: 0.00)
"Jun 09, 2024",CZBIL,SELL,354.0,166.0,58764.0,279118.39,857060.7,2832.0,5.06%,1136179.09,Trailing Stop (7% drop) - exactly 7.26% drop
"Jun 13, 2024",CZBIL,BUY,341.0,170.0,-57970.0,42061.89,1119900.1,0.0,0.00%,1161961.99,Trend Entry (Str: 0.03)
"Aug 06, 2024",CZBIL,SELL,341.0,231.0,78771.0,712929.89,792107.0,20801.0,35.88%,1505036.89,Trailing Stop (7% drop) - exactly 13.13% drop
"Aug 21, 2024",CZBIL,BUY,313.0,273.6,-85636.8,2986.69,1713145.3,0.0,0.00%,1716131.99,Trend Entry (Str: 0.18)
"Aug 27, 2024",CZBIL,SELL,313.0,250.0,78250.0,1205512.99,434446.2,-7386.8,-8.63%,1639959.19,Trailing Stop (7% drop) - exactly 9.09% drop
"Oct 09, 2024",CZBIL,BUY,311.0,253.0,-78683.0,1188364.79,389579.7,0.0,0.00%,1577944.49,Trend Entry (Str: 0.06)
"Oct 24, 2024",CZBIL,SELL,311.0,234.6,72960.6,445185.39,1098899.6,-5722.4,-7.27%,1544084.99,Trailing Stop (7% drop) - exactly 9.77% drop
"Feb 20, 2025",CZBIL,BUY,389.0,214.4,-83401.6,156558.59,1512823.3,0.0,0.00%,1669381.89,Trend Entry (Str: 0.02)
"Mar 11, 2025",CZBIL,SELL,389.0,213.0,82857.0,728599.49,939425.8,-544.6,-0.65%,1668025.29,Trailing Stop (7% drop) - exactly 7.31% drop
"May 26, 2025",CZBIL,BUY,376.0,213.94,-80441.44,553075.17,1057169.33,0.0,0.00%,1610244.5,Trend Entry (Str: 0.04)
"Jun 12, 2025",CZBIL,SELL,376.0,206.91,77798.16,225728.15,1340944.21,-2643.28,-3.29%,1566672.36,Trailing Stop (7% drop) - exactly 7.03% drop
"Jan 01, 2026",CZBIL,BUY,399.0,198.8,-79321.2,399747.84,1190467.9,0.0,0.00%,1590215.74,Trend Entry (Str: 0.03)
"Jan 24, 2016",EBL,SELL,19.0,2350.0,44650.0,233355.0,361134.0,32015.0,253.38%,594489.0,Take Profit (100% up) - exactly 253.38% up
"Mar 13, 2017",EBL,BUY,21.0,1740.0,-36540.0,493176.0,241181.0,0.0,0.00%,734357.0,Trend Entry (Str: 0.01)
"Apr 18, 2017",EBL,SELL,21.0,1845.0,38745.0,85278.0,720353.0,2205.0,6.03%,805631.0,Trailing Stop (7% drop) - exactly 12.14% drop
"Aug 07, 2017",EBL,BUY,25.0,1415.0,-35375.0,71.0,762659.0,0.0,0.00%,762730.0,Trend Entry (Str: 0.03)
"Aug 22, 2017",EBL,SELL,25.0,1315.0,32875.0,284886.0,457075.0,-2500.0,-7.07%,741961.0,Trailing Stop (7% drop) - exactly 7.07% drop
"Nov 30, 2017",EBL,BUY,28.0,1207.0,-33796.0,461619.0,223536.0,0.0,0.00%,685155.0,Trend Entry (Str: 0.03)
"Dec 26, 2017",EBL,SELL,28.0,1107.0,30996.0,218966.0,434235.0,-2800.0,-8.29%,653201.0,Trailing Stop (7% drop) - exactly 8.29% drop
"Apr 10, 2018",EBL,BUY,39.0,800.0,-31200.0,594314.0,40594.0,0.0,0.00%,634908.0,Trend Entry (Str: 0.06)
"Apr 26, 2018",EBL,SELL,39.0,798.0,31122.0,31209.0,612632.0,-78.0,-0.25%,643841.0,Trailing Stop (7% drop) - exactly 7.21% drop
"Jul 29, 2018",EBL,BUY,45.0,672.0,-30240.0,326715.0,283907.0,0.0,0.00%,610622.0,Trend Entry (Str: 0.01)
"Oct 07, 2018",EBL,SELL,45.0,623.0,28035.0,206677.0,412834.0,-2205.0,-7.29%,619511.0,Trailing Stop (7% drop) - exactly 7.43% drop
"Dec 27, 2018",EBL,BUY,54.0,550.0,-29700.0,138396.0,464939.0,0.0,0.00%,603335.0,Trend Entry (Str: 0.02)
"Feb 13, 2019",EBL,SELL,54.0,510.0,27540.0,359740.0,212696.0,-2160.0,-7.27%,572436.0,Trailing Stop (7% drop) - exactly 7.27% drop
"Mar 12, 2019",EBL,BUY,53.0,542.0,-28726.0,330153.0,248282.0,0.0,0.00%,578435.0,Trend Entry (Str: 0.05)
"Sep 01, 2019",EBL,SELL,53.0,630.0,33390.0,334084.0,266000.0,4664.0,16.24%,600084.0,Trailing Stop (7% drop) - exactly 7.49% drop
"Dec 15, 2019",EBL,BUY,51.0,576.0,-29376.0,96012.0,492632.0,0.0,0.00%,588644.0,Trend Entry (Str: 0.05)
"Dec 22, 2019",EBL,SELL,51.0,526.0,26826.0,147529.0,425379.0,-2550.0,-8.68%,572908.0,Trailing Stop (7% drop) - exactly 8.68% drop
"Jan 12, 2020",EBL,BUY,48.0,596.0,-28608.0,77593.0,502354.0,0.0,0.00%,579947.0,Trend Entry (Str: 0.08)
"Mar 02, 2020",EBL,SELL,48.0,786.0,37728.0,272681.0,439739.0,9120.0,31.88%,712420.0,Trailing Stop (7% drop) - exactly 10.68% drop
"Jul 19, 2020",EBL,BUY,46.0,762.0,-35052.0,508106.0,195646.0,0.0,0.00%,703752.0,Trend Entry (Str: 0.14)
"Aug 06, 2020",EBL,SELL,46.0,717.0,32982.0,390126.0,263340.0,-2070.0,-5.91%,653466.0,Trailing Stop (7% drop) - exactly 7.00% drop
"Sep 13, 2020",EBL,BUY,36.0,735.0,-26460.0,627.0,678542.0,0.0,0.00%,679169.0,Trend Entry (Str: 0.01)
"Nov 05, 2020",EBL,SELL,36.0,675.0,24300.0,24367.0,785616.0,-2160.0,-8.16%,809983.0,Trailing Stop (7% drop) - exactly 10.00% drop
"Dec 03, 2020",EBL,BUY,63.0,702.0,-44226.0,59676.0,838544.0,0.0,0.00%,898220.0,Trend Entry (Str: 0.01)
"Jan 31, 2021",EBL,SELL,63.0,770.0,48510.0,333798.0,625266.0,4284.0,9.69%,959064.0,Trailing Stop (7% drop) - exactly 7.89% drop
"Feb 08, 2021",EBL,BUY,63.0,792.0,-49896.0,63336.0,942315.0,0.0,0.00%,1005651.0,Trend Entry (Str: 0.01)
"Mar 02, 2021",EBL,SELL,63.0,765.0,48195.0,738333.0,259077.0,-1701.0,-3.41%,997410.0,Trailing Stop (7% drop) - exactly 8.71% drop
"Jun 16, 2021",EBL,BUY,99.0,761.0,-75339.0,293954.0,1226896.0,0.0,0.00%,1520850.0,Trend Entry (Str: 0.03)
"Aug 31, 2021",EBL,SELL,99.0,729.5,72220.5,267109.8,1494899.7,-3118.5,-4.14%,1762009.5,Trailing Stop (7% drop) - exactly 7.66% drop
"Oct 28, 2021",EBL,BUY,107.0,739.0,-79073.0,1191786.1,401745.0,0.0,0.00%,1593531.1,Trend Entry (Str: 0.03)
"Nov 01, 2021",EBL,SELL,107.0,674.4,72160.8,1263946.9,323929.0,-6912.2,-8.74%,1587875.9,Trailing Stop (7% drop) - exactly 8.74% drop
"Jan 05, 2022",EBL,BUY,122.0,597.0,-72834.0,642709.6,819843.6,0.0,0.00%,1462553.2,Trend Entry (Str: 0.07)
"Jan 24, 2022",EBL,SELL,122.0,582.0,71004.0,226451.8,1223060.1,-1830.0,-2.51%,1449511.9,Trailing Stop (7% drop) - exactly 7.62% drop
"Aug 03, 2022",EBL,BUY,135.0,510.0,-68850.0,6199.0,1376884.82,0.0,0.00%,1383083.82,Trend Entry (Str: 0.11)
"Sep 20, 2022",EBL,SELL,135.0,471.6,63666.0,1176502.89,64701.0,-5184.0,-7.53%,1241203.89,Trailing Stop (7% drop) - exactly 8.52% drop
"Oct 17, 2022",EBL,BUY,123.0,504.0,-61992.0,1052578.89,188625.0,0.0,0.00%,1241203.89,Trend Entry (Str: 0.04)
"Nov 29, 2022",EBL,SELL,123.0,471.0,57933.0,58183.39,1167865.5,-4059.0,-6.55%,1226048.89,Trailing Stop (7% drop) - exactly 13.61% drop
"Jan 12, 2023",EBL,BUY,124.0,507.0,-62868.0,329614.89,936832.2,0.0,0.00%,1266447.09,Trend Entry (Str: 0.08)
"Feb 23, 2023",EBL,SELL,124.0,511.0,63364.0,911048.99,249869.4,496.0,0.79%,1160918.39,Trailing Stop (7% drop) - exactly 7.09% drop
"Apr 19, 2023",EBL,BUY,113.0,511.5,-57799.5,865771.19,290507.2,0.0,0.00%,1156278.39,Trend Entry (Str: 0.02)
"Sep 18, 2023",EBL,SELL,113.0,583.0,65879.0,966913.69,251183.1,8079.5,13.98%,1218096.79,Trailing Stop (7% drop) - exactly 7.17% drop
"Nov 30, 2023",EBL,BUY,120.0,473.0,-56760.0,686053.69,453051.6,0.0,0.00%,1139105.29,Trend Entry (Str: 0.01)
